Disease ID,Disease Name,Val Recall-at-50,Val Mean Rank,Val Recall-at-10,Val AUROC,Val Recall-at-25,Val Mean Average Precision,Val Recall-at-100
C0020557,Hypertriglyceridemia,0.214285714286,6176.71428571,0.0,0.693896260635,0.142857142857,0.0149677453172,0.214285714286
C0022548,Keloid,0.0606060606061,2253.72727273,0.030303030303,0.895339522337,0.0606060606061,0.00693606842815,0.0909090909091
C0752166,Bardet-Biedl Syndrome,0.571428571429,1095.42857143,0.52380952381,0.949181437062,0.52380952381,0.408692339225,0.714285714286
C0020179,Huntington Disease,0.166666666667,6858.16666667,0.166666666667,0.644799644156,0.166666666667,0.1252066746,0.166666666667
C0004782,Basal Ganglia Diseases,0.0833333333333,7713.33333333,0.0,0.571963719347,0.0,0.00370261368954,0.166666666667
C0026846,Muscular Atrophy,0.153846153846,3770.23076923,0.0,0.825044988432,0.0769230769231,0.00777996736066,0.230769230769
C0024115,Lung diseases,0.0666666666667,5456.33333333,0.0444444444444,0.746621007396,0.0444444444444,0.00871054800783,0.0666666666667
C0878544,Cardiomyopathies,0.0555555555556,3702.42222222,0.0333333333333,0.827687717064,0.0444444444444,0.0355798511768,0.0777777777778
C2607914,Allergic rhinitis (disorder),0.0,10857.8181818,0.0,0.423463962938,0.0,9.55823083273e-05,0.0
C0019163,Hepatitis B,0.3125,6423.875,0.125,0.696475616267,0.25,0.0244221634627,0.375
C0038220,Status Epilepticus,0.119402985075,2485.53731343,0.0149253731343,0.884386351166,0.0298507462687,0.00931918495776,0.119402985075
C0024117,Chronic Obstructive Airway Disease,0.0217391304348,6064.08695652,0.0,0.718957237248,0.0,0.00163806996365,0.0652173913043
C0007131,Non-Small Cell Lung Carcinoma,0.0540540540541,4532.65765766,0.027027027027,0.78869303417,0.036036036036,0.0121803666177,0.0810810810811
C0025202,melanoma,0.0260416666667,7163.63020833,0.015625,0.66482894044,0.0260416666667,0.00565898500459,0.0364583333333
C0032285,Pneumonia,0.212765957447,2319.36170213,0.0851063829787,0.889259325203,0.106382978723,0.0717856622159,0.340425531915
C0011053,Deafness,0.0,9361.06666667,0.0,0.550216631077,0.0,0.00107009309553,0.0666666666667
C0025286,Meningioma,0.0833333333333,4004.08333333,0.0,0.81419896341,0.0833333333333,0.00510514588508,0.0833333333333
C0017636,Glioblastoma,0.0491803278689,3996.06557377,0.0,0.812779121697,0.0491803278689,0.00511926118705,0.0983606557377
C0033805,Pseudohypoaldosteronism,0.555555555556,1080.11111111,0.444444444444,0.949920590723,0.555555555556,0.397350215233,0.666666666667
C0524851,Neurodegenerative Disorders,0.0540540540541,5367.10810811,0.0,0.749162940822,0.027027027027,0.00377707723668,0.135135135135
C0039685,Tetralogy of Fallot,0.4,3286.4,0.2,0.807117878253,0.2,0.0411468239466,0.466666666667
C0004763,Barrett Esophagus,0.0,5481.57142857,0.0,0.736972898058,0.0,0.00260913893105,0.142857142857
C0023467,"Leukemia, Myelocytic, Acute",0.0176991150442,4374.99115044,0.0,0.796026035296,0.0,0.00136819999602,0.0353982300885
C0000786,Spontaneous abortion,0.0380952380952,5624.91428571,0.0190476190476,0.735942036707,0.0190476190476,0.00613842879565,0.0761904761905
C0005684,Malignant neoplasm of urinary bladder,0.125,6899.25,0.0625,0.666419560373,0.125,0.0237426977579,0.125
C0020445,"Hypercholesterolemia, Familial",0.5625,1925.3125,0.1875,0.899375029014,0.4375,0.090226100626,0.625
C0015934,Fetal Growth Retardation,0.0,5468.1,0.0,0.746270942591,0.0,0.000421395361528,0.0
C0017638,Glioma,0.044776119403,4065.65671642,0.044776119403,0.810857531792,0.044776119403,0.0330196375287,0.089552238806
C0020473,Hyperlipidemia,0.176470588235,2817.76470588,0.117647058824,0.869243268338,0.117647058824,0.0539397527789,0.294117647059
C3463824,MYELODYSPLASTIC SYNDROME,0.0,4523.27777778,0.0,0.790042352116,0.0,0.000631773569174,0.0
C0003130,Anoxia,0.0,3916.21875,0.0,0.815405052265,0.0,0.00227631444764,0.09375
C0002514,"Amino Acid Metabolism, Inborn Errors",0.0,6231.23076923,0.0,0.675322774144,0.0,0.00115295970799,0.0
C0149925,Small cell carcinoma of lung,0.15,5489.175,0.075,0.746295371102,0.125,0.0671092567731,0.175
C1271104,Blood pressure finding,0.0,7118.5,0.0,0.668087599386,0.0,0.000399281456679,0.0
C0027626,Neoplasm Invasiveness,0.0714285714286,3251.83333333,0.015873015873,0.847906681687,0.0555555555556,0.00747737959915,0.0952380952381
C0014544,Epilepsy,0.047619047619,6562.17460317,0.0,0.693765775905,0.031746031746,0.00386045291132,0.0634920634921
C1261473,Sarcoma,0.0769230769231,2915.07692308,0.0,0.864738352995,0.0769230769231,0.00703698342247,0.153846153846
C0001925,Albuminuria,0.15,4953.0,0.0,0.763278311743,0.15,0.0110300284903,0.2
C0020615,Hypoglycemia,0.0,717.4,0.0,0.966751751984,0.0,0.00349864472173,0.0
C0022336,Creutzfeldt-Jakob disease,0.0,8616.61538462,0.0,0.590025064983,0.0,0.000268589276805,0.0
C0009241,Cognition Disorders,0.0,7499.30434783,0.0,0.651789283681,0.0,0.000579267959401,0.0
C0041948,Uremia,0.0,2265.17647059,0.0,0.894883663772,0.0,0.00191295755658,0.0
C0007193,"Cardiomyopathy, Dilated",0.063829787234,3628.82978723,0.0212765957447,0.82951868008,0.0212765957447,0.0136111397752,0.106382978723
C0002895,"Anemia, Sickle Cell",0.0,5967.6,0.0,0.723089061122,0.0,0.00102420627089,0.0
C0238288,"Muscular Dystrophy, Facioscapulohumeral",0.0,5497.83333333,0.0,0.750266883268,0.0,0.00135208169355,0.0
C1527249,Colorectal Cancer,0.0714285714286,7726.89285714,0.0357142857143,0.640790163434,0.0714285714286,0.0101794043707,0.0714285714286
C0018799,Heart Diseases,0.047619047619,5159.57142857,0.047619047619,0.76023372398,0.047619047619,0.032422272205,0.0714285714286
C0008312,Primary biliary cirrhosis,0.210526315789,5351.47368421,0.157894736842,0.750109964762,0.210526315789,0.0825966097318,0.210526315789
C0023493,Adult T-Cell Lymphoma/Leukemia,0.129032258065,3442.22580645,0.0,0.840137807842,0.0645161290323,0.00642355763281,0.193548387097
C0242383,Age related macular degeneration,0.0277777777778,6836.25,0.0,0.681921146787,0.0,0.00184909671168,0.0277777777778
C0005283,beta Thalassemia,0.2,6921.8,0.1,0.65158722792,0.2,0.0418551461706,0.2
C0018213,Graves Disease,0.0666666666667,6377.8,0.0,0.673552440194,0.0,0.00307662372506,0.133333333333
C0032460,Polycystic Ovary Syndrome,0.0,7551.29655172,0.0,0.647120692876,0.0,0.000425436031407,0.00689655172414
C0035229,Respiratory Insufficiency,0.0,10098.4545455,0.0,0.547524113314,0.0,0.000154753116496,0.0
C0040038,Thromboembolism,0.5,301.25,0.333333333333,0.986064051984,0.5,0.117624065218,0.666666666667
C0024809,Marijuana Abuse,0.2,5425.4,0.2,0.736803267276,0.2,0.134437546182,0.2
C1861063,"TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)",0.3,7101.6,0.3,0.57649324732,0.3,0.116717763922,0.3
C0006413,Burkitt Lymphoma,0.133333333333,2744.13333333,0.0666666666667,0.872661158048,0.133333333333,0.0136275762844,0.266666666667
C0993582,"Arthritis, Experimental",0.128205128205,4194.87179487,0.0769230769231,0.800051715797,0.0769230769231,0.0176296336743,0.128205128205
C0004096,Asthma,0.00952380952381,7029.87619048,0.00952380952381,0.672220150413,0.00952380952381,0.00197556071221,0.00952380952381
C0037286,Skin Neoplasms,0.170212765957,3362.9787234,0.063829787234,0.842771298852,0.148936170213,0.0495255902604,0.191489361702
C0029408,Degenerative polyarthritis,0.0425531914894,4305.64893617,0.0,0.799400452634,0.0106382978723,0.00264236341296,0.0744680851064
C0029401,Osteitis Deformans,0.125,5193.75,0.0,0.757604761242,0.0,0.00426240692543,0.125
C0392557,Nuclear cataract,0.583333333333,2552.83333333,0.5,0.880339599288,0.583333333333,0.210787350633,0.583333333333
C0853897,Diabetic Cardiomyopathies,0.0,3371.8,0.0,0.842293590755,0.0,0.00167001511497,0.0
C0162671,MELAS Syndrome,0.3,101.7,0.0,0.995326495568,0.1,0.0234460867395,0.8
C0236736,Cocaine-Related Disorders,0.093023255814,4819.62790698,0.0348837209302,0.775495990806,0.046511627907,0.0167939963691,0.127906976744
C0752347,Lewy Body Disease,0.105263157895,3232.05263158,0.0,0.849984849299,0.0526315789474,0.00618474702302,0.157894736842
C0042514,"Tachycardia, Ventricular",0.0,6206.0,0.0,0.695697776953,0.0,0.000710330039962,0.0
C0162670,Mitochondrial Myopathies,0.166666666667,4645.66666667,0.0,0.786231884058,0.166666666667,0.00957404549705,0.333333333333
C0009375,Colonic Neoplasms,0.08,4999.832,0.032,0.767100597238,0.048,0.0108947446096,0.104
C0236733,Amphetamine-Related Disorders,0.013698630137,8231.73972603,0.0,0.614805092289,0.0,0.0017453968666,0.0684931506849
C0242339,Dyslipidemias,0.125,4764.8125,0.125,0.797212292837,0.125,0.020563426725,0.25
C0006111,Brain Diseases,0.0454545454545,7669.36363636,0.0,0.641255250438,0.0,0.00225270592333,0.0909090909091
C0020437,Hypercalcemia,0.0,2844.1,0.0,0.851684689284,0.0,0.00311635915895,0.1
C0005138,Berylliosis,0.0,6413.77777778,0.0,0.683043541035,0.0,0.000280261529047,0.0
C0026640,Mouth Neoplasms,0.142857142857,2666.64285714,0.0714285714286,0.876103051028,0.0952380952381,0.0445748863272,0.190476190476
C0080178,Spina Bifida,0.0,3682.36363636,0.0,0.829137237032,0.0,0.00177332494625,0.0
C0023473,"Myeloid Leukemia, Chronic",0.272727272727,3042.72727273,0.0909090909091,0.858754247842,0.181818181818,0.0208942790844,0.272727272727
C0035828,Romano-Ward Syndrome,0.5,1537.0,0.142857142857,0.918289666514,0.285714285714,0.125282888042,0.5
C0028754,Obesity,0.0077519379845,7044.0503876,0.00387596899225,0.66926332386,0.0077519379845,0.00297125475184,0.0271317829457
C0023890,Liver Cirrhosis,0.0740740740741,2958.33333333,0.037037037037,0.8624683722,0.037037037037,0.0129199688064,0.185185185185
C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,0.046511627907,3334.74418605,0.046511627907,0.845043573574,0.046511627907,0.00751363611953,0.093023255814
C0235032,Neurotoxicity Syndromes,0.0,5920.23076923,0.0,0.721309703719,0.0,0.000995819836095,0.0
C0023892,Biliary cirrhosis,0.09375,6796.5625,0.0625,0.680916085947,0.0625,0.0151494518872,0.15625
C0344388,Platelet mean volume finding,0.0714285714286,8537.78571429,0.0357142857143,0.598234607141,0.0714285714286,0.00851400523735,0.0714285714286
C0036202,Sarcoidosis,0.0,3822.875,0.0,0.822636781289,0.0,0.00162648691398,0.0
C0006663,Calcinosis,0.135135135135,3191.18918919,0.027027027027,0.851756379986,0.027027027027,0.00805279729088,0.189189189189
C0265965,Dyskeratosis Congenita,0.583333333333,2322.5,0.416666666667,0.89224878162,0.5,0.127709087366,0.583333333333
C0023903,Liver neoplasms,0.0566037735849,6747.33962264,0.0188679245283,0.685465690565,0.0377358490566,0.0220183674198,0.0943396226415
C0677050,Manganese Poisoning,0.0909090909091,3960.54545455,0.0909090909091,0.7941634389,0.0909090909091,0.0243338955489,0.0909090909091
C0920269,Microsatellite Instability,0.0,2038.58333333,0.0,0.905426626441,0.0,0.00200494775265,0.0
C0027055,Myocardial Reperfusion Injury,0.2,2017.0,0.114285714286,0.90632575305,0.171428571429,0.120372547398,0.257142857143
C0339535,"Night blindness, congenital stationary",0.272727272727,6750.90909091,0.0,0.706587596938,0.0909090909091,0.0103011571204,0.272727272727
C0005910,Body Weight,0.0,9742.0,0.0,0.513748251006,0.0,0.000125181698785,0.0
C0023470,Myeloid Leukemia,0.294117647059,3020.58823529,0.176470588235,0.859818941504,0.294117647059,0.0882773809793,0.294117647059
C0038325,Stevens-Johnson Syndrome,0.2,2173.86666667,0.0666666666667,0.899060869296,0.1,0.0742348876156,0.233333333333
C0024301,"Lymphoma, Follicular",0.047619047619,5157.19047619,0.0,0.758804747753,0.0,0.00269193998841,0.047619047619
C0023452,"Leukemia, Lymphocytic, Acute, L1",0.0,11762.4545455,0.0,0.473848763322,0.0,0.000106212976183,0.0
C0023186,Learning Disorders,0.0740740740741,7152.81481481,0.0,0.665744611309,0.0,0.00323708805873,0.111111111111
C1272641,Systemic arterial pressure,0.0,7118.5,0.0,0.668087599386,0.0,0.000399281456679,0.0
C0024796,Marfan Syndrome,0.3,1670.9,0.3,0.922476446837,0.3,0.136809892923,0.5
C0040053,Thrombosis,0.35,1516.6,0.225,0.928727866338,0.3,0.110309222845,0.375
C2931456,"Prostate cancer, familial",0.153846153846,6037.0,0.0,0.719759561827,0.0769230769231,0.00720832509881,0.153846153846
C0265221,Walker-Warburg congenital muscular dystrophy,0.153846153846,1021.76923077,0.0,0.952608614928,0.0769230769231,0.0109280644245,0.230769230769
C0024121,Lung Neoplasms,0.0697674418605,4287.59883721,0.0290697674419,0.799550325973,0.0581395348837,0.0187765570616,0.116279069767
C0009363,Congenital ocular coloboma (disorder),0.166666666667,8263.91666667,0.0,0.611259379593,0.166666666667,0.00888795866719,0.166666666667
C0270853,"Myoclonic Epilepsy, Juvenile",0.0,5086.14285714,0.0,0.656052369904,0.0,0.000240445106822,0.0
C0017661,IGA Glomerulonephritis,0.004662004662,5915.47086247,0.0,0.720061768031,0.002331002331,0.000863488598475,0.00932400932401
C0002622,Amnesia,0.117647058824,6415.11764706,0.117647058824,0.702218854115,0.117647058824,0.0592873726218,0.117647058824
C0020672,"Hypothermia, natural",0.166666666667,2804.0,0.166666666667,0.85329736211,0.166666666667,0.0333169932553,0.166666666667
C0236969,Substance-Related Disorders,0.0190476190476,9173.33333333,0.0190476190476,0.57194156611,0.0190476190476,0.00497320655405,0.0190476190476
C0003504,Aortic Valve Insufficiency,0.363636363636,429.0,0.0909090909091,0.980135523995,0.363636363636,0.0435365596001,0.454545454545
C0086543,Cataract,0.285714285714,4526.9047619,0.285714285714,0.792320057666,0.285714285714,0.156562883415,0.285714285714
C0024299,Lymphoma,0.0,4470.0,0.0,0.78793906486,0.0,0.00132798759633,0.0
C0524909,"Hepatitis B, Chronic",0.0,7149.93333333,0.0,0.642144028719,0.0,0.000477310350421,0.0
C0238463,Papillary thyroid carcinoma,0.0384615384615,2337.03846154,0.0384615384615,0.891503485136,0.0384615384615,0.00507629591375,0.0384615384615
C1458155,Mammary Neoplasms,0.031941031941,4615.07125307,0.00737100737101,0.781808016914,0.019656019656,0.00768867558047,0.0515970515971
C0027765,nervous system disorder,0.0,4901.05882353,0.0,0.771038360476,0.0,0.00169738948525,0.0392156862745
C0002878,"Anemia, Hemolytic",0.25,2534.08333333,0.166666666667,0.867055387948,0.25,0.0228870644484,0.25
C1960469,Left ventricular noncompaction,0.0,3013.08333333,0.0,0.860195714396,0.0,0.00269220623656,0.0
C0011609,Drug Eruptions,0.0,4509.38888889,0.0,0.770954238049,0.0,0.0015052022503,0.0
C0270850,Idiopathic generalized epilepsy,0.0,5454.16666667,0.0,0.65048798973,0.0,0.000220098907399,0.0
C0007138,"Carcinoma, Transitional Cell",0.161290322581,3682.64516129,0.0967741935484,0.825019556246,0.0967741935484,0.0783188390817,0.193548387097
C0027794,Neural Tube Defects,0.0,8015.96153846,0.0,0.620257732143,0.0,0.0011254928176,0.0384615384615
C0005695,Bladder Neoplasm,0.0849056603774,5289.1509434,0.0471698113208,0.752910318646,0.0566037735849,0.0363646750876,0.0943396226415
C0030567,Parkinson Disease,0.0416666666667,6493.94791667,0.0104166666667,0.697456044297,0.0208333333333,0.00573675235582,0.0416666666667
C0027796,Neuralgia,0.0,6267.5,0.0,0.700698473105,0.0,0.000607744217751,0.0
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",0.230769230769,3146.76923077,0.0,0.845898554657,0.0769230769231,0.00971186316807,0.230769230769
C3495498,"Cardiomyopathy, Familial Hypertrophic, 1 (disorder)",0.6,1333.7,0.2,0.938149162296,0.3,0.0496336992783,0.7
C0162820,"Dermatitis, Allergic Contact",0.0,6946.36363636,0.0,0.67563483234,0.0,0.00082679506057,0.0
C0042900,Vitiligo,0.0,6639.32258065,0.0,0.687835116124,0.0,0.000744660727145,0.0
C0025521,Inborn Errors of Metabolism,0.125,8640.25,0.0,0.582933417669,0.0,0.00388100701074,0.125
C0021390,Inflammatory Bowel Diseases,0.0,7468.875,0.0,0.653053557294,0.0,0.000744259392952,0.025
C0005586,Bipolar Disorder,0.047619047619,7752.65079365,0.015873015873,0.639658021951,0.047619047619,0.00633069836472,0.047619047619
C0242350,Erectile dysfunction,0.2,1830.4,0.2,0.915094908804,0.2,0.201151457816,0.2
C0265275,Jeune thoracic dystrophy,0.111111111111,3153.0,0.0,0.845878967886,0.111111111111,0.0129201185458,0.555555555556
C0265215,Meckel-Gruber syndrome,0.642857142857,105.571428571,0.285714285714,0.995145920783,0.357142857143,0.133636202636,0.714285714286
C0005612,Birth Weight,0.0,9888.7,0.0,0.451617394533,0.0,9.15222349388e-05,0.0
C0004352,Autistic Disorder,0.0128755364807,6172.7639485,0.0,0.710571940138,0.00858369098712,0.00115868138628,0.0128755364807
C0524620,Metabolic Syndrome X,0.0,5639.82926829,0.0,0.737681317137,0.0,0.000835035949579,0.0
C0014170,Endometrial Neoplasms,0.1,3218.3,0.02,0.850406844283,0.04,0.014480833385,0.12
C0023904,"Liver Neoplasms, Experimental",0.132075471698,5104.03773585,0.0377358490566,0.762691364134,0.0754716981132,0.0287137547307,0.150943396226
C0006142,Malignant neoplasm of breast,0.0645161290323,6665.06451613,0.0161290322581,0.688849995123,0.0645161290323,0.00870388016131,0.0967741935484
C0027404,Narcolepsy,0.0,5921.61111111,0.0,0.635111503165,0.0,0.0026388827749,0.111111111111
C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,0.0,2750.83333333,0.0,0.872332358358,0.0,0.00254283698699,0.111111111111
C0010278,Craniosynostosis,0.0,6545.54545455,0.0,0.691075331426,0.0,0.00137097437981,0.0909090909091
C0015967,Fever,0.05,7593.1,0.0,0.619471142685,0.0,0.00383848822665,0.1
C0887833,"Carcinoma, Pancreatic Ductal",0.2,2927.65,0.0,0.864109439569,0.2,0.0118829472732,0.3
C0014175,Endometriosis,0.0718954248366,6013.71895425,0.0196078431373,0.718811339399,0.0326797385621,0.0101719910469,0.0980392156863
C0018781,Noise-induced hearing loss,0.0,6138.0,0.0,0.728080920564,0.0,0.00326043492609,0.2
C0740392,"Infarction, Middle Cerebral Artery",0.0,2723.72,0.0,0.873549136169,0.0,0.0029541082687,0.08
C0020538,Hypertensive disease,0.031746031746,4755.37566138,0.010582010582,0.777509240936,0.026455026455,0.00482344222771,0.037037037037
C0031117,Peripheral Neuropathy,0.0179211469534,7019.08602151,0.00716845878136,0.670321644076,0.010752688172,0.0031035674305,0.0215053763441
C0243026,Sepsis,0.0952380952381,3770.47619048,0.0952380952381,0.824965285148,0.0952380952381,0.0964609249882,0.0952380952381
C0349639,Juvenile Myelomonocytic Leukemia,0.105263157895,2005.52631579,0.0526315789474,0.906930712425,0.0526315789474,0.0130087383105,0.263157894737
C0023343,Leprosy,0.0,8312.77777778,0.0,0.60280963214,0.0,0.00136483136677,0.0
C0027051,Myocardial Infarction,0.0232558139535,4098.25581395,0.0116279069767,0.809171754654,0.0116279069767,0.00578738243956,0.0581395348837
C0042109,Urticaria,0.0625,4681.6875,0.0,0.775257067917,0.0,0.00244341241157,0.0625
C0003811,Cardiac Arrhythmia,0.05,5944.3,0.05,0.714721177508,0.05,0.0062561456276,0.05
C0014859,Esophageal Neoplasms,0.0615384615385,3955.89230769,0.0153846153846,0.815402153216,0.0615384615385,0.00614542100245,0.0923076923077
C0043094,Weight Gain,0.0227272727273,6627.11363636,0.0,0.690984410927,0.0,0.00150208519411,0.0340909090909
C0018995,Hemochromatosis,0.25,3859.58333333,0.166666666667,0.793339521931,0.25,0.0922093185389,0.416666666667
C0030354,Papilloma,0.181818181818,3288.90909091,0.181818181818,0.847400487751,0.181818181818,0.0769604987399,0.181818181818
C0020507,Hyperplasia,0.0384615384615,4264.57692308,0.0,0.801855464214,0.0,0.00325235896821,0.0769230769231
C0000768,Congenital Abnormality,0.0909090909091,4955.54545455,0.0,0.757501919783,0.0,0.00256000339758,0.0909090909091
C0030193,Pain,0.0,4408.24444444,0.0,0.792824160159,0.0,0.00146012690544,0.0222222222222
C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",0.047619047619,2369.85714286,0.0,0.886745560037,0.047619047619,0.00633736861206,0.0952380952381
C0023794,Lipoidosis,0.105263157895,7645.73684211,0.0526315789474,0.645886584788,0.105263157895,0.0159642019988,0.105263157895
C0022658,Kidney Diseases,0.0,6844.81927711,0.0,0.680279373992,0.0,0.000799490904198,0.0120481927711
C1834752,"MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO (finding)",0.3,3922.0,0.0,0.754323107625,0.0,0.0102349264721,0.4
C0206062,"Lung Diseases, Interstitial",0.0,8983.86666667,0.0,0.582132578219,0.0,0.00025345951524,0.0
C2239176,Liver carcinoma,0.0552995391705,4071.65898618,0.00921658986175,0.809247578162,0.036866359447,0.00785533684555,0.073732718894
C0007117,Basal cell carcinoma,0.0909090909091,6339.63636364,0.0,0.707877240011,0.0454545454545,0.00356955676907,0.0909090909091
C1319853,"Asthma, Aspirin-Induced",0.0769230769231,8454.76923077,0.0,0.558861649861,0.0,0.00547074371145,0.230769230769
C0948089,Acute Coronary Syndrome,0.161290322581,2211.32258065,0.0645161290323,0.897318471586,0.161290322581,0.0412192051294,0.161290322581
C0162809,Kallmann Syndrome,0.1,8979.0,0.0,0.596460741979,0.05,0.00477167258095,0.15
C0311375,Arsenic Poisoning,0.0169491525424,6776.38983051,0.0169491525424,0.684835089114,0.0169491525424,0.00404524116264,0.0169491525424
C0024667,Animal Mammary Neoplasms,0.043795620438,4009.45985401,0.00729927007299,0.812692619627,0.029197080292,0.00407769558454,0.0802919708029
C1263846,Attention deficit hyperactivity disorder,0.0857142857143,7251.74285714,0.0,0.636806191671,0.0,0.0041885486798,0.114285714286
C0036346,"Schizophrenia, Childhood",0.0,10739.6666667,0.0,0.515434964256,0.0,0.000128050573636,0.0
C0029927,Ovarian Cysts,0.0,9016.48387097,0.0,0.576968437269,0.0,0.000377543847943,0.0
C0036341,Schizophrenia,0.0126050420168,7497.69327731,0.00840336134454,0.648611862776,0.0126050420168,0.00580678456448,0.0210084033613
C0206686,Adrenocortical carcinoma,0.117647058824,2368.11764706,0.0588235294118,0.890105958818,0.0588235294118,0.0350888792155,0.235294117647
C1561643,Chronic Kidney Diseases,0.0,8673.76190476,0.0,0.570435770891,0.0,0.000185860583266,0.0
C0403553,Renal dysplasia and retinal aplasia (disorder),0.5,2222.2,0.2,0.907562537708,0.2,0.0417652077653,0.5
C0016059,Fibrosis,0.15,2987.125,0.0,0.859351907794,0.025,0.0057354035684,0.15
C0333641,Atrophic,0.0,5334.7,0.0,0.752462059683,0.0,0.00199601811982,0.0
C0431362,Lobar Holoprosencephaly,0.0714285714286,6479.78571429,0.0,0.666825816805,0.0,0.00445814945409,0.142857142857
C1800706,Idiopathic Pulmonary Fibrosis,0.0,6951.4375,0.0,0.688538716866,0.0,0.000944071170768,0.0
C0431363,Alobar Holoprosencephaly,0.0714285714286,6479.78571429,0.0,0.666825816805,0.0,0.00445814945409,0.142857142857
C0021051,Immunologic Deficiency Syndromes,0.352941176471,3276.23529412,0.235294117647,0.84952209296,0.294117647059,0.0990831678463,0.529411764706
C0011849,Diabetes Mellitus,0.0,3763.60714286,0.0,0.825230751876,0.0,0.00140070836466,0.0
C0004134,Ataxia,0.133333333333,6915.66666667,0.133333333333,0.646031009191,0.133333333333,0.0230340862833,0.133333333333
C0035334,Retinitis Pigmentosa,0.0434782608696,6680.39130435,0.0144927536232,0.690907699073,0.0289855072464,0.00951010716484,0.0869565217391
C0279628,Adenocarcinoma Of Esophagus,0.0714285714286,3953.57142857,0.0,0.816528073421,0.0714285714286,0.00495168608734,0.0714285714286
C0279626,Squamous cell carcinoma of esophagus,0.0609756097561,3814.7804878,0.0365853658537,0.822408075187,0.0365853658537,0.0184580487669,0.0853658536585
C0011991,Diarrhea,0.1,5490.6,0.0,0.619076901657,0.0,0.00414782334938,0.2
C0004364,Autoimmune Diseases,0.0,4692.03030303,0.0,0.782055126624,0.0,0.000955586552733,0.0
C2609414,Acute kidney injury,0.0461538461538,5872.12307692,0.0153846153846,0.726361508397,0.0307692307692,0.00467348989268,0.0461538461538
C0020443,Hypercholesterolemia,0.0,4217.04761905,0.0,0.804209341612,0.0,0.00163933393995,0.047619047619
C0085580,Essential Hypertension,0.0,4637.07692308,0.0,0.782323831015,0.0,0.000827575853355,0.0
C0151744,Myocardial Ischemia,0.0238095238095,4671.0952381,0.0,0.781494270531,0.00595238095238,0.00153088591175,0.0357142857143
C0025500,Mesothelioma,0.0487804878049,3824.97560976,0.0487804878049,0.822272931318,0.0487804878049,0.0131423299539,0.0487804878049
C0019196,Hepatitis C,0.0,4021.6,0.0,0.816233404512,0.0,0.000819979927104,0.0
C3875321,Inflammatory dermatosis,0.0,7412.08823529,0.0,0.654852811356,0.0,0.000281444386816,0.0
C0040411,Tongue Neoplasms,0.0,5442.55555556,0.0,0.737281624487,0.0,0.00133518392409,0.0
C0242379,Malignant neoplasm of lung,0.0,7207.375,0.0,0.65759336846,0.0,0.000740631117443,0.0
