Disease ID,Disease Name,# of Disease Nodes,# of Intermediate Nodes,Density of Disease Subgraph,Density of Disease-Intermediate Subgraph,Density of Intermediate Subgraph,Conductance of Disease Nodes,Conductance of Disease-Intermediate Nodes,Conductance of Intermediate Nodes,Conductance of Intermediate Nodes deg < 100,Mean Frac. of Intermediate-Disease Interactions
C0017658,Glomerulonephritis,28,246,0.09523809523809523,0.0943579766536965,0.09981748797079808,0.9618845950238222,0.8809770313278883,0.884051267225595,0.8990506329113924,0.085946573751451788
C0001973,"Alcoholic Intoxication, Chronic",38,110,0.02844950213371266,0.07355623100303951,0.09858215179316097,0.9670781893004116,0.9459358826376736,0.9549988578390315,0.8668171557562077,0.061483253588516737
C0273115,Lung Injury,20,411,0.10526315789473684,0.084994341926882,0.08609578066583586,0.9874450721908349,0.8137193512345452,0.8203855248659825,0.8732570760624531,0.11192214111922141
C0020437,Hypercalcemia,10,14,0.17777777777777778,0.22077922077922077,0.27472527472527475,0.9428571428571428,0.9763121226196005,0.9877541023757042,0.9227272727272727,0.20000000000000004
C0038454,Cerebrovascular accident,37,295,0.06156156156156156,0.06684502655432656,0.0719243629655252,0.9637649138311976,0.8877583519117622,0.8939223888718838,0.8640183346065698,0.066513971598717386
C0019284,Diaphragmatic Hernia,40,331,0.035897435897435895,0.09193223551711882,0.09955140529158656,0.974706413730804,0.8479865812897144,0.8633370199075006,0.9017746595130004,0.060422960725075532
C0282612,Prostatic Intraepithelial Neoplasias,11,409,0.2909090909090909,0.10292907684712851,0.10313294021765185,0.9846079846079846,0.810195721438325,0.8128595195894001,0.9037163863430355,0.22493887530562343
C0149931,Migraine Disorders,26,188,0.043076923076923075,0.10460795243403939,0.11355102969621117,0.9848730415991356,0.9161000689231228,0.9237484002826963,0.9295859171834366,0.084697217675941058
C0035258,Restless Legs Syndrome,6,2,0.2,0.2857142857142857,1.0,0.9710144927536232,0.9879969992498124,0.9982238010657194,0.9603174603174603,0.33333333333333331
C1142166,Brugada Syndrome (disorder),15,12,0.06666666666666667,0.1339031339031339,0.22727272727272727,0.9527027027027027,0.9723773141345872,0.990344383649823,0.9259259259259259,0.13888888888888887
C0013990,Pathological accumulation of air in tissues,10,162,0.13333333333333333,0.16704506363949087,0.16923548807606778,0.9922978177150192,0.9017779485831025,0.9097009124012929,0.9406380027739251,0.22037037037037038
C0010278,Craniosynostosis,11,32,0.12727272727272726,0.22591362126245848,0.26411290322580644,0.9766666666666667,0.9717959352965575,0.9811048608106159,0.9501187648456056,0.1875
C0018671,Head and Neck Neoplasms,23,503,0.11067193675889328,0.05807865210985607,0.05959462349409519,0.9801065719360569,0.8178716548398943,0.8206436233611443,0.8716265499635303,0.10476272797994639
C0006118,Brain Neoplasms,23,372,0.11462450592885376,0.11631923524922681,0.1228154073558821,0.9764514819326026,0.8179169854027601,0.8211213947254556,0.9120061289263435,0.11044880785413744
C0018772,"Hearing Loss, Partial",22,16,0.030303030303030304,0.12091038406827881,0.38333333333333336,0.9701492537313433,0.9815036448699815,0.9894519605595047,0.9605077574047954,0.090909090909090912
C0008625,Chromosome Aberrations,15,84,0.10476190476190476,0.17074742268041238,0.178714859437751,0.9762931034482759,0.942807812668609,0.9537422037422038,0.9092066185829444,0.1444444444444444
C0023434,Chronic Lymphocytic Leukemia,49,826,0.036564625850340135,0.08148469014809,0.08634529312495415,0.9802071346375144,0.662695699924914,0.6676269558831837,0.8949593152277291,0.054158225033354754
C0034951,Refractive Errors,18,21,0.0392156862745098,0.13765182186234817,0.24761904761904763,0.9722863741339491,0.9753026634382567,0.9867126613006261,0.9637096774193549,0.11640211640211641
C0019196,Hepatitis C,15,38,0.08571428571428572,0.14876632801161102,0.16500711237553342,0.9709208400646203,0.9540358744394619,0.9720515600530056,0.9270752521334368,0.14035087719298253
C0025500,Mesothelioma,41,877,0.054878048780487805,0.06319072664256994,0.06487714968525952,0.9801587301587301,0.7008485360261304,0.7057854752164905,0.8784709251649857,0.064410267819895992
C0018781,Noise-induced hearing loss,5,2,0.3,0.4,2.0,0.918918918918919,0.9744136460554371,0.9906976744186047,0.918918918918919,0.40000000000000002
C3875321,Inflammatory dermatosis,34,182,0.0213903743315508,0.14391645825106403,0.17558132475259547,0.985594237695078,0.8978002118776095,0.9076849413454633,0.9455273698264353,0.06884292178409826
C0162809,Kallmann Syndrome,20,15,0.04736842105263158,0.11764705882352941,0.3333333333333333,0.9428571428571428,0.9725171767645222,0.9846726516312678,0.9130434782608695,0.10666666666666669
C0023794,Lipoidosis,19,50,0.04678362573099415,0.1479367866549605,0.19918367346938776,0.974960876369327,0.9632236590822284,0.9726687202464296,0.8849122807017544,0.11578947368421053
C0011849,Diabetes Mellitus,28,391,0.06349206349206349,0.09123160266551608,0.09695061971276805,0.9815950920245399,0.8339713179562681,0.837859179644659,0.8957805907172995,0.085586408476434034
C0016059,Fibrosis,40,471,0.06794871794871794,0.062330282610882026,0.0652662962461038,0.9633217993079585,0.8276876737720111,0.831671171591015,0.8802966101694916,0.061040339702760092
C0020443,Hypercholesterolemia,21,152,0.07142857142857142,0.18075514229360384,0.19928546531892646,0.9737072743207712,0.8894537308288816,0.899434953718972,0.9350149636596836,0.10338345864661654
C0025958,Microcephaly,23,246,0.06324110671936758,0.11409746611325575,0.11607765057242408,0.9835221421215242,0.8856452997047316,0.8960645362570754,0.9194126074498568,0.1019794980558501
C0040411,Tongue Neoplasms,9,67,0.2222222222222222,0.18770825620140688,0.1994572591587517,0.9838056680161943,0.9579497387409803,0.9627470856563609,0.9368051492100644,0.2321724709784411
C0338480,Common Migraine,11,8,0.09090909090909091,0.19883040935672514,0.42857142857142855,0.9711815561959655,0.9878895814781834,0.9954441913439636,0.9554655870445344,0.19318181818181818
C0007273,Carotid Artery Diseases,11,67,0.18181818181818182,0.1726315789473684,0.18091361374943465,0.9857651245551602,0.9612522150029533,0.9680230234231353,0.9541080680977054,0.19267299864314791
C0018273,Growth Disorders,32,147,0.03024193548387097,0.12461479198767335,0.15702171279470692,0.9791955617198336,0.9165035596756501,0.9258036107441656,0.9344059405940595,0.073767006802721094
C0014553,Absence Epilepsy,9,7,0.05555555555555555,0.16666666666666666,0.19047619047619047,0.9836065573770492,0.9700149925037481,0.9926605504587156,0.9371428571428572,0.22222222222222227
C0014556,"Epilepsy, Temporal Lobe",23,54,0.05138339920948617,0.13217326915957053,0.16771488469601678,0.9516728624535316,0.9519127155172413,0.9667128987517337,0.8866995073891626,0.10950080515297909
C0025261,Memory Disorders,36,532,0.05238095238095238,0.059947362663526446,0.06361950072922419,0.984561403508772,0.8192664733099883,0.824263936558225,0.9014607279693486,0.065423976608187134
C0007370,Catalepsy,15,31,0.047619047619047616,0.11690821256038647,0.09462365591397849,0.9839743589743589,0.9678319819221055,0.9872445281924916,0.9105691056910569,0.15483870967741942
C1333990,Hereditary Nonpolyposis Colorectal Cancer,13,158,0.2564102564102564,0.14440993788819875,0.14609368701120698,0.9657827202737382,0.9100602016392254,0.9117281695286811,0.896781058792232,0.18646543330087631
C0023487,Acute Promyelocytic Leukemia,29,434,0.09359605911330049,0.10008376447400838,0.10518193718670513,0.9725631768953069,0.8125680538894527,0.8167082409888816,0.9068174743177337,0.092245351978388665
C0023485,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,11,90,0.14545454545454545,0.1876709446665264,0.19051186017478153,0.9843597262952102,0.9171734992339478,0.9269227085528207,0.9394703656998739,0.22222222222222221
C0018099,Gout,10,8,0.1111111111111111,0.24836601307189543,0.5714285714285714,0.959349593495935,0.9870417732310316,0.99430503648336,0.9454094292803971,0.21250000000000002
C1956346,Coronary Artery Disease,63,639,0.023553507424475168,0.06247919067742348,0.07000554353638375,0.9736011477761837,0.7763209169054441,0.7803787581473016,0.8865664032628091,0.039794321484462325
C1861172,Venous Thromboembolism,31,94,0.04516129032258064,0.07166416791604198,0.08762296957218028,0.954983922829582,0.9570452911574406,0.9644646502133977,0.8607260726072608,0.075154426904598476
C0032927,Precancerous Conditions,69,903,0.029838022165387893,0.05772946591980478,0.061561240801172736,0.9707968293700459,0.7030015978087195,0.7106468924923539,0.857034037605741,0.041552313544224569
C0010346,Crohn Disease,87,814,0.015771184175354183,0.04786968003089035,0.05372161829726405,0.9741114523913997,0.7555627601082447,0.7624450413609697,0.8897285194514414,0.029611115818012367
C0007873,Uterine Cervical Neoplasm,21,437,0.10476190476190476,0.08461263124403436,0.08778577876682132,0.9846315054139015,0.8168513935220059,0.8193092570786565,0.9048701582582845,0.11833932657731284
C0013386,"Dyskinesia, Drug-Induced",15,27,0.06666666666666667,0.14634146341463414,0.17663817663817663,0.9654320987654321,0.9702479338842975,0.9846249225046497,0.9244570349386213,0.14074074074074075
C0087012,"Ataxia, Spinocerebellar",15,152,0.0761904761904762,0.09800443458980045,0.09559079818752178,0.9886039886039886,0.9319668556476232,0.9421840413197007,0.9118341642613488,0.14473684210526316
C0917796,"Optic Atrophy, Hereditary, Leber",14,74,0.1978021978021978,0.4813399941228328,0.567197334320622,0.9300970873786408,0.516028955532575,0.5345587118335106,0.5150468672915639,0.36389961389961384
C0023891,"Liver Cirrhosis, Alcoholic",16,179,0.14166666666666666,0.12287965039388189,0.13031197037223025,0.9781350482315112,0.8980317308839317,0.9003934363304865,0.8685567010309279,0.13966480446927373
C0242488,Acute Lung Injury,16,118,0.10833333333333334,0.15232477446217904,0.16181370418658556,0.9788617886178862,0.9281877913792633,0.9373843825326532,0.925894011202068,0.13877118644067796
C0023893,"Liver Cirrhosis, Experimental",107,1090,0.020102274731087992,0.04602851138544955,0.04990522405034498,0.9571670110839752,0.669394756187209,0.6748237928990185,0.8153329218953576,0.026305410271799706
C0263454,Chloracne,33,422,0.05113636363636364,0.08858519919468001,0.09381859936283504,0.9806797853309481,0.8275500306815258,0.833631109824628,0.9210799584631361,0.074249605055292253
C0023895,Liver diseases,65,577,0.023076923076923078,0.07161377947894802,0.0803184575389948,0.971764705882353,0.7749411888343667,0.7816995281360146,0.8912304554724677,0.039648046927076387
C0022661,"Kidney Failure, Chronic",44,486,0.0507399577167019,0.07394355430528375,0.08010691103474608,0.9647706422018348,0.8121145609758467,0.8155153883732291,0.8783544790465205,0.057052001496445938
C1262477,Weight decreased,18,49,0.05228758169934641,0.10764360018091361,0.10629251700680271,0.9748427672955975,0.9698466996072469,0.9834983498349835,0.9279661016949152,0.11904761904761905
C0023264,Leigh Disease,31,190,0.14838709677419354,0.15333719694774461,0.17103870788081316,0.9082446808510638,0.8267063286302977,0.8310223396060306,0.6292321451386227,0.17249575551782678
C0007570,Celiac Disease,38,101,0.021337126600284494,0.09965211536303445,0.13584158415841585,0.9709583736689255,0.9520777118186724,0.962019709888163,0.9265562024182714,0.061490359562271987
C0017601,Glaucoma,21,46,0.0380952380952381,0.12884615384615383,0.18743961352657004,0.9721739130434782,0.9663506811475925,0.9750498360234069,0.9483614697120158,0.10041407867494821
C0039231,Tachycardia,17,40,0.0661764705882353,0.16818181818181818,0.22435897435897437,0.9643564356435643,0.960015438054805,0.9721071087025821,0.9085487077534792,0.13235294117647062
C0346153,"Breast Cancer, Familial",12,502,0.4696969696969697,0.0743988684582744,0.07378867762483002,0.9785911602209945,0.8037008241331053,0.8064374817472568,0.8890871654083734,0.21132138114209822
C0022116,Ischemia,27,480,0.08262108262108261,0.08578892711105342,0.09045755045233124,0.9795558688755728,0.7990497909540099,0.8015211810625363,0.8839334530969304,0.087422839506172842
C0032580,Adenomatous Polyposis Coli,9,94,0.1388888888888889,0.15433896330809552,0.13978494623655913,0.9915611814345991,0.9443608496343213,0.9555733294553915,0.946236559139785,0.22813238770685579
C0040128,Thyroid Diseases,12,38,0.10606060606060606,0.14857142857142858,0.13655761024182078,0.9624664879356568,0.960792761740629,0.9784535966782628,0.9150871872630781,0.17324561403508773
C0030319,Panic Disorder,8,4,0.14285714285714285,0.24242424242424243,0.6666666666666666,0.9617224880382775,0.9890335846470185,0.997046880767811,0.9447852760736196,0.25
C0009404,Colorectal Neoplasms,213,2713,0.014660288776685269,0.021737887151238564,0.023151938606534472,0.9490965013456363,0.4685314254563598,0.47269429121549256,0.7594076098335004,0.016351456818067763
C0001624,Adrenal Gland Neoplasms,11,434,0.34545454545454546,0.10020657873828064,0.10062685582316068,0.9862617498192335,0.8098941846793887,0.8099612083693446,0.914778947368421,0.21470465018852114
C0038644,Sudden infant death syndrome,12,18,0.10606060606060606,0.16524216524216523,0.2549019607843137,0.9477611940298507,0.9670641680863146,0.9766397124887691,0.923469387755102,0.1759259259259259
C0027819,Neuroblastoma,44,1142,0.05919661733615222,0.05014998960468087,0.05130381528477647,0.9799892799714133,0.6594513102099059,0.6617690213816622,0.8710393365067313,0.059425250756249
C2931456,"Prostate cancer, familial",13,138,0.14102564102564102,0.1655950051253378,0.1811065270284566,0.9817123857024106,0.9033346026219877,0.9060965910649151,0.9206847360912982,0.17335562987736899
C0024667,Animal Mammary Neoplasms,137,3097,0.03896522112494633,0.025510703162008347,0.026112208280247868,0.9570972698262616,0.47741781312941656,0.47691460204976843,0.7674749023200165,0.031737801357093864
C0029422,Osteochondrodysplasias,15,81,0.10476190476190476,0.16483516483516483,0.1824074074074074,0.973621103117506,0.9431420213423427,0.9499470675418167,0.8866043613707165,0.15144032921810699
C0019202,Hepatolenticular Degeneration,24,168,0.07246376811594203,0.09355671650753618,0.1020815511833476,0.9736147757255936,0.9212693920865127,0.9267294310274253,0.8950630949745406,0.093253968253968256
C0015625,Fanconi Anemia,19,134,0.3216374269005848,0.1486300645297789,0.14992705644708787,0.9053356282271945,0.9221455683927632,0.9252357368700859,0.8373778758272927,0.18146111547525526
C0015393,Eye Abnormalities,14,71,0.12087912087912088,0.15569620253164557,0.1847082494969819,0.972636815920398,0.9532585977579328,0.955988110077668,0.8889499725123694,0.15995975855130776
C0206762,"Limb Deformities, Congenital",15,51,0.05714285714285714,0.19593253968253968,0.2572549019607843,0.9800995024875622,0.9587294953505381,0.96529284164859,0.9383983572895277,0.1477124183006536
C0429087,Electrocardiogram: P-R interval,9,6,0.08333333333333333,0.2571428571428571,0.8,0.9830028328611898,0.9909304669129997,0.9957150508837708,0.9830028328611898,0.22222222222222224
C0024668,"Mammary Neoplasms, Experimental",151,3298,0.03629139072847682,0.02368657679142755,0.024246457398377302,0.9539495798319327,0.4913990580937069,0.49103914729368436,0.7512286813016261,0.028913770738035093
C0018824,Heart valve disease,24,169,0.057971014492753624,0.10897219407857706,0.11968160045083122,0.9761904761904762,0.9001469943523223,0.9104162821966202,0.8814553990610329,0.099358974358974367
C0079744,Diffuse Large B-Cell Lymphoma,36,611,0.07777777777777778,0.07350187265917603,0.07452442918086448,0.9707898658718331,0.7761009246199655,0.7808305650461995,0.8793957249420171,0.073286052009456273
C0019158,Hepatitis,18,101,0.11764705882352941,0.10587863463969659,0.11801980198019801,0.968421052631579,0.9527420208076177,0.9574498465053187,0.9177727419876983,0.12156215621562157
C0271650,Impaired glucose tolerance,11,103,0.2,0.12126772310258549,0.12659432705120882,0.9760869565217392,0.9488406460011963,0.9525271273557967,0.9085072231139647,0.20388349514563114
C0162666,Mitochondrial Encephalomyopathies,11,77,0.10909090909090909,0.47516896855715546,0.5451127819548872,0.9776951672862454,0.8061383527155017,0.8071691954300912,0.556080903598634,0.24085005903187723
C0699790,Colon Carcinoma,24,516,0.12681159420289856,0.08231758102480535,0.0839241363738993,0.9769963851462372,0.78868106942327,0.7913985333732415,0.8902743142144638,0.10844638242894056
C0019151,Hepatic Encephalopathy,13,98,0.14102564102564102,0.14339622641509434,0.1493793393646118,0.9733656174334141,0.9224452111375674,0.9290992610345516,0.7368604246432301,0.17032967032967031
C0026769,Multiple Sclerosis,88,703,0.014890282131661442,0.06473995819976748,0.07582886530254951,0.9703588143525741,0.7406549918563486,0.74581589958159,0.884860651865848,0.03116513642829432
C0600467,Neurogenic Inflammation,12,86,0.12121212121212122,0.17676116838487974,0.19644322845417236,0.9938603223330775,0.9315051391952062,0.9390414738718852,0.9643901142705288,0.17248062015503873
C0024141,"Lupus Erythematosus, Systemic",74,376,0.015179563124768604,0.06056100390171887,0.07313475177304965,0.9663658736669402,0.8642011799340278,0.8758801651400441,0.8903696836249855,0.035077630822311676
C2931673,"Ceroid lipofuscinosis, neuronal 1, infantile",10,107,0.15555555555555556,0.21113653699466056,0.22429906542056074,0.985200845665962,0.9272402281628683,0.9324195090851132,0.9426134160527336,0.21869158878504674
C0152013,Adenocarcinoma of lung (disorder),46,1069,0.057004830917874394,0.051274779884405555,0.05234511584560459,0.9778070340417528,0.6648516845130718,0.668860888549043,0.8575046112483197,0.061231545125472811
C0007959,Charcot-Marie-Tooth Disease,29,269,0.03694581280788178,0.0995733886775049,0.10702990623092715,0.9848254931714719,0.8849346461833637,0.8954613196043897,0.9161028416779432,0.08614280220484552
C0268362,Osteogenesis imperfecta type III (disorder),11,73,0.12727272727272726,0.12006172839506173,0.1080669710806697,0.9766277128547579,0.9558456299659478,0.9669171180616227,0.8993948562783661,0.19676214196762143
C0268363,Osteogenesis imperfecta type IV (disorder),10,32,0.1111111111111111,0.16194331983805668,0.1975806451612903,0.9665551839464883,0.9619228938600667,0.967984318850049,0.8830022075055187,0.22187499999999999
C0241910,"Hepatitis, Autoimmune",17,34,0.10294117647058823,0.125,0.1568627450980392,0.9253333333333333,0.9595988538681949,0.9740909760047107,0.856341189674523,0.13667820069204153
C0033578,Prostatic Neoplasms,468,5472,0.01374476106810154,0.011761129038116918,0.0123367121269939,0.9090496230585243,0.6463206595507577,0.6462549524202262,0.6223363071020304,0.011293312965462087
C2936907,NADH:Q(1) Oxidoreductase deficiency,20,144,0.5,0.24051812505824247,0.2500971250971251,0.8482428115015974,0.8163969411346257,0.8166998861047836,0.5577978403257213,0.34722222222222221
C0848558,Hypospadias,14,12,0.03296703296703297,0.16307692307692306,0.3787878787878788,0.9831932773109243,0.9872212176009645,0.9937011841773746,0.9757281553398058,0.14880952380952378
C0026764,Multiple Myeloma,39,370,0.04588394062078273,0.09173687988816262,0.1002124075294807,0.9719818706221672,0.8434087195803595,0.8506592734893469,0.8988166322874823,0.066458766458766458
C0015695,Fatty Liver,48,578,0.038120567375886524,0.06063695634675753,0.0636270411926622,0.9743666169895678,0.7959146815004786,0.8054050088493953,0.8576584562780979,0.052840253748558247
C0023290,"Leishmaniasis, Visceral",12,25,0.19696969696969696,0.21401515151515152,0.27,0.93048128342246,0.9720918745369227,0.9794910748195974,0.9173290937996821,0.19
C0393706,Early infantile epileptic encephalopathy with suppression bursts,18,43,0.05228758169934641,0.14124293785310735,0.1672203765227021,0.9823204419889503,0.9676102869728574,0.9792966339891684,0.9380434782608695,0.13307493540051676
C0022521,Kartagener Syndrome,24,11,0.0036231884057971015,0.07226890756302522,0.3090909090909091,0.9922480620155039,0.9883768076767131,0.9952387620781403,0.9922480620155039,0.09469696969696971
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",13,202,0.19230769230769232,0.147761055369751,0.15555883946603616,0.9794097460535347,0.8911939251936858,0.8918419069799302,0.9096968393893786,0.18164508758568165
C0005586,Bipolar Disorder,63,677,0.017409114183307733,0.06428396940827179,0.07212030101474483,0.984033810753698,0.7527768343004979,0.7591892720082882,0.8911159263271939,0.037349651825279592
C0242350,Erectile dysfunction,10,75,0.2,0.11803673592291479,0.12828828828828828,0.9642147117296223,0.9416058394160584,0.94601152562936,0.8607538802660754,0.21066666666666664
C0265215,Meckel-Gruber syndrome,14,238,0.17582417582417584,0.05751087320173971,0.04690990320178704,0.9760479041916168,0.848459470181161,0.8788239604323136,0.8597874119192643,0.18637454981992793
C0009375,Colonic Neoplasms,125,2673,0.03329032258064516,0.025066795751033037,0.025808652056157046,0.9607066707279927,0.4419849258331728,0.4438064432421994,0.7751515616606554,0.028902356902356902
C0004352,Autistic Disorder,233,2351,0.009064673671747818,0.027353369479008204,0.029820176113378644,0.9570853039061131,0.4800470825210775,0.4869648618013776,0.8035802883003688,0.01456233581545977
C0023904,"Liver Neoplasms, Experimental",53,939,0.03991291727140784,0.04938261118838056,0.051962914773462675,0.9766454352441614,0.7114908662345315,0.7144960263496064,0.8689924724956573,0.051258866317037396
C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,18,413,0.1437908496732026,0.19432405353986784,0.20032205740614495,0.9793233082706767,0.6980214474397775,0.7005297792147319,0.9343544857768052,0.1311541565778854
C0027404,Narcolepsy,18,11,0.026143790849673203,0.09401709401709402,0.36363636363636365,0.9607843137254902,0.9830725827135163,0.9893645307099176,0.9344262295081968,0.11111111111111112
C0015967,Fever,20,66,0.07894736842105263,0.15280634734058185,0.2111888111888112,0.9609375,0.9432902557391352,0.9495067714429025,0.9193548387096774,0.10909090909090909
C0001418,Adenocarcinoma,106,2424,0.044384546271338726,0.029563052011047402,0.03033736101633275,0.9598732840549102,0.4467427932505351,0.44833756977748607,0.7802391566190258,0.035544710131390496
C0003504,Aortic Valve Insufficiency,11,86,0.23636363636363636,0.10941232680363115,0.11381668946648427,0.9762989972652689,0.9455215891518972,0.950230304480469,0.8451749734888653,0.20718816067653287
C0887833,"Carcinoma, Pancreatic Ductal",20,222,0.1,0.1428781042514948,0.14398108515755575,0.9741144414168937,0.8835714712739882,0.8927845065719576,0.9170645890927369,0.1186936936936937
C0740392,"Infarction, Middle Cerebral Artery",25,253,0.09,0.12975087388337125,0.13645774515339731,0.9708108108108108,0.8658578557907417,0.8733790333144129,0.8859681599407627,0.098339920948616613
C0020538,Hypertensive disease,189,2645,0.017843071034560395,0.02362869107229541,0.024767136920916637,0.9512682551883167,0.4654180389667077,0.4690629530970766,0.7710715520633369,0.018795571158520118
C0349639,Juvenile Myelomonocytic Leukemia,19,217,0.07602339181286549,0.11143998816042623,0.11563406724697048,0.9824086603518268,0.8869157124084851,0.8968149713480686,0.8813949915501613,0.12733446519524616
C0023343,Leprosy,18,73,0.0718954248366013,0.1669278996865204,0.21993911719939116,0.9741784037558685,0.9419249295646642,0.9467281105990784,0.9340909090909091,0.11796042617960428
C0027051,Myocardial Infarction,86,1308,0.03173734610123119,0.0443611788769222,0.04671271371046049,0.9634127109288756,0.6207406575301431,0.6243302363871575,0.8427386438446346,0.034545907118981582
C0042109,Urticaria,16,139,0.08333333333333333,0.21214914118139924,0.2319883223855698,0.9840255591054313,0.885963924606481,0.8968833275402619,0.9295721317682696,0.1335431654676259
