Disease ID,Disease Name,Recall-at-100,Recall-at-25,Ranks,AUROC,Mean Average Precision,Fold Recall-at-100
C0751617,Semilobar Holoprosencephaly,0.25,0.0,5846.5,0.7073376502808336,0.0028046436765947064,0.4
C0035258,Restless Legs Syndrome,0.0,0.0,10389.333333333334,0.45454193927582626,6.945297265471053e-05,0.0
C1142166,Brugada Syndrome (disorder),0.05,0.05,5980.666666666667,0.6513624547395785,0.012748047741201984,0.15
C0013990,Pathological accumulation of air in tissues,0.2,0.2,5888.3,0.7267693878498167,0.011147646370607948,0.4
C0018671,Head and Neck Neoplasms,0.05,0.05,6488.739130434783,0.6944924305749048,0.002736086055644563,0.25
C0006118,Brain Neoplasms,0.13333333333333333,0.0,5983.304347826087,0.7204057149933438,0.001940294083206453,0.35
C0018772,"Hearing Loss, Partial",0.0,0.0,10358.09090909091,0.5415022057116323,0.00011855665160619672,0.0
C0008625,Chromosome Aberrations,0.1,0.05,4771.2,0.7987013740599759,0.0032256720519685824,0.35
C0023434,Chronic Lymphocytic Leukemia,0.12000000000000002,0.04,6689.367346938776,0.685833178352241,0.0033614080067210826,0.2
C0034951,Refractive Errors,0.0,0.0,10960.611111111111,0.510479827290032,0.00011934961829599346,0.05
C0019196,Hepatitis C,0.0,0.0,6349.333333333333,0.6971892117723517,0.00026081676787577493,0.05
C0025500,Mesothelioma,0.025,0.0,5522.073170731707,0.742414133667968,0.0009848705103132147,0.195
C0242379,Malignant neoplasm of lung,0.0,0.0,8027.5,0.641935146929112,0.00041477100063085456,0.25
C3875321,Inflammatory dermatosis,0.0,0.0,7625.0,0.6476914231287461,0.0004408068483539703,0.10833333333333332
C0162809,Kallmann Syndrome,0.15,0.1,7383.25,0.6831603751683151,0.010011006191341607,0.25
C0023794,Lipoidosis,0.1,0.0,10386.631578947368,0.531240133717151,0.0009012403983720295,0.25
C0011849,Diabetes Mellitus,0.03333333333333333,0.03333333333333333,4934.035714285715,0.7799201077616238,0.0017117895034248615,0.36666666666666664
C0016059,Fibrosis,0.125,0.1,4523.15,0.788509085839104,0.014087706485106094,0.45
C0020443,Hypercholesterolemia,0.15,0.05,3046.6190476190477,0.8568811137939573,0.004079391401762476,0.4333333333333333
C0025958,Microcephaly,0.13333333333333333,0.13333333333333333,3972.5652173913045,0.8271214513482554,0.009696408165331533,0.4333333333333333
C0040411,Tongue Neoplasms,0.0,0.0,7242.555555555556,0.6545103438318586,0.000247980584273464,0.2222222222222222
C0027720,Nephrosis,0.05,0.0,2105.2,0.912735586296537,0.001319086425172844,0.5
C0007273,Carotid Artery Diseases,0.1,0.0,5361.0,0.7758911166805904,0.0011343279174984137,0.45
C0018273,Growth Disorders,0.025,0.0,7230.21875,0.6652454510259387,0.0006366912498365323,0.05833333333333333
C0014553,Absence Epilepsy,0.0,0.0,9198.222222222223,0.5693413155126539,0.00016264497446245022,0.1111111111111111
C0014556,"Epilepsy, Temporal Lobe",0.3833333333333333,0.2,2525.913043478261,0.8941445311290673,0.13514915089811236,0.7
C0025261,Memory Disorders,0.025,0.0,6139.194444444444,0.7072433127332992,0.001188244324749418,0.25
C0007370,Catalepsy,0.35,0.35,2761.866666666667,0.8861433478785627,0.1367941472631043,0.6
C1333990,Hereditary Nonpolyposis Colorectal Cancer,0.4,0.3,2635.3076923076924,0.8822758076494616,0.2176159300395047,0.55
C0023487,Acute Promyelocytic Leukemia,0.2833333333333333,0.1,3585.0344827586205,0.8333209463644247,0.02001052706882906,0.55
C0023485,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,0.1,0.0,2549.2727272727275,0.8772324329341874,0.0017606300232869173,0.55
C0018099,Gout,0.0,0.0,9175.1,0.5856174873532278,0.0001325754134298755,0.0
C1956346,Coronary Artery Disease,0.0,0.0,9659.698412698413,0.5541926982945407,0.0007129102437667905,0.11428571428571428
C1861172,Venous Thromboembolism,0.26666666666666666,0.13333333333333333,8954.193548387097,0.583654069497352,0.042680576473356956,0.3583333333333333
C0032927,Precancerous Conditions,0.02857142857142857,0.014285714285714285,7232.275362318841,0.6685984203808106,0.0016163200368171007,0.2214285714285714
C0010346,Crohn Disease,0.05694444444444444,0.02222222222222222,7669.229885057472,0.6414515732546706,0.002437731550818621,0.20555555555555555
C0007873,Uterine Cervical Neoplasm,0.15,0.05,4265.619047619048,0.8151331878405152,0.0026121156535841364,0.45
C0013386,"Dyskinesia, Drug-Induced",0.1,0.1,7955.733333333334,0.5922929625847182,0.0024593525347849027,0.2
C0022336,Creutzfeldt-Jakob disease,0.0,0.0,13314.0,0.4041009097660602,6.39972006037843e-05,0.0
C0087012,"Ataxia, Spinocerebellar",0.1,0.1,4836.133333333333,0.7596834091542104,0.005152363213170577,0.3
C0917796,"Optic Atrophy, Hereditary, Leber",0.7,0.45,1905.2857142857142,0.9211658079190457,0.04555780219193269,0.8
C0023891,"Liver Cirrhosis, Alcoholic",0.1,0.0,4328.5625,0.8310535722575555,0.001629561076476317,0.6
C0242488,Acute Lung Injury,0.0,0.0,3361.625,0.8370874146975534,0.0004590071158247779,0.15
C0023893,"Liver Cirrhosis, Experimental",0.08272727272727273,0.00909090909090909,5801.280373831775,0.7277505827505826,0.004462867483116524,0.26181818181818184
C0263454,Chloracne,0.06666666666666667,0.06666666666666667,5590.878787878788,0.7361892538561605,0.004945110285191627,0.275
C0023895,Liver diseases,0.014285714285714285,0.0,7419.923076923077,0.652515997093049,0.0011106973274075684,0.20238095238095238
C0022661,"Kidney Failure, Chronic",0.02,0.0,5601.090909090909,0.7411592990284944,0.0012248728533934535,0.23500000000000001
C1262477,Weight decreased,0.0,0.0,6340.111111111111,0.7215249083058638,0.0003894263159938525,0.25
C0023264,Leigh Disease,0.4916666666666666,0.1,2587.451612903226,0.8804863885533774,0.04806208733505337,0.6916666666666667
C0007570,Celiac Disease,0.075,0.025,6789.078947368421,0.6789521275771798,0.02616414642297954,0.23333333333333334
C0017601,Glaucoma,0.0,0.0,9810.952380952382,0.5364966412828134,0.00032718825313747806,0.08333333333333333
C0039231,Tachycardia,0.3,0.2,3233.1176470588234,0.8332439647168058,0.015850865908319016,0.45
C0346153,"Breast Cancer, Familial",0.65,0.55,948.9166666666666,0.9475214666976097,0.1648179381027855,0.9
C0022116,Ischemia,0.08333333333333333,0.0,6033.962962962963,0.7227419105124632,0.0016134561164272167,0.35
C0032580,Adenomatous Polyposis Coli,0.2222222222222222,0.0,6935.0,0.6748551038508342,0.0013829672536822995,0.4444444444444444
C0040128,Thyroid Diseases,0.0,0.0,6143.25,0.7212996054769087,0.00027291247613518585,0.15
C0030319,Panic Disorder,0.0,0.0,6817.75,0.5973885099076524,0.00015527005470870918,0.0
C0009404,Colorectal Neoplasms,0.023376623376623377,0.0047619047619047615,6791.239436619719,0.6822475633124996,0.0030304960205721114,0.18874458874458874
C0001624,Adrenal Gland Neoplasms,0.3,0.0,2809.3636363636365,0.8598069247192054,0.0026146186148361178,0.65
C0038644,Sudden infant death syndrome,0.2,0.15,4898.75,0.7225852866094222,0.007957529681991132,0.35
C0027819,Neuroblastoma,0.11000000000000001,0.045,4243.75,0.799220238925301,0.004108076059862695,0.27
C2931456,"Prostate cancer, familial",0.2,0.15,5129.2307692307695,0.7446365577422948,0.004988651798294413,0.25
C0024667,Animal Mammary Neoplasms,0.08846153846153847,0.022527472527472527,5427.029197080292,0.7463967510080957,0.006090879769023972,0.2346153846153846
C0029422,Osteochondrodysplasias,0.35,0.15,3978.6666666666665,0.7918844582675704,0.015936788257924443,0.45
C0041755,Adverse reaction to drug,0.07333333333333333,0.02,5637.1509433962265,0.7388606770833333,0.0028766953465612258,0.32666666666666666
C0015625,Fanconi Anemia,0.65,0.5,260.4736842105263,0.9885620763302072,0.20889856256477737,0.95
C0751778,"Myoclonic Epilepsies, Progressive",0.0,0.0,8184.583333333333,0.6003852401949408,0.00012836283736749978,0.0
C0206762,"Limb Deformities, Congenital",0.2,0.15,5234.333333333333,0.7037264413703462,0.011700479566174543,0.2
C0429087,Electrocardiogram: P-R interval,0.0,0.0,13685.222222222223,0.30578243920549475,3.0779834228148974e-05,0.0
C0024668,"Mammary Neoplasms, Experimental",0.03333333333333334,0.006666666666666666,6381.701986754967,0.7018243911364415,0.003102198739319773,0.25833333333333336
C0018824,Heart valve disease,0.08333333333333333,0.0,2618.4583333333335,0.8644731342590444,0.0024315494885777792,0.5666666666666667
C0079744,Diffuse Large B-Cell Lymphoma,0.16666666666666666,0.025,2532.1944444444443,0.8835157133342626,0.003753088358448853,0.425
C0019158,Hepatitis,0.0,0.0,5550.388888888889,0.7602558150331956,0.000507499048980937,0.25
C0271650,Impaired glucose tolerance,0.2,0.1,5210.181818181818,0.767974333983106,0.018002003024745614,0.45
C0162666,Mitochondrial Encephalomyopathies,0.25,0.0,4481.545454545455,0.7698227049104241,0.0036583421911713697,0.45
C0019151,Hepatic Encephalopathy,0.3,0.1,4514.461538461538,0.7981526178982548,0.006948184535841374,0.5
C0026769,Multiple Sclerosis,0.03333333333333333,0.02222222222222222,8348.931818181818,0.6137928524849783,0.002235010115795698,0.19722222222222224
C0600467,Neurogenic Inflammation,0.1,0.0,9198.166666666666,0.5431585054537015,0.0014255189753946715,0.25
C0024141,"Lupus Erythematosus, Systemic",0.039285714285714285,0.0125,6340.986486486487,0.7013087175241554,0.0029081179315983714,0.2839285714285714
C2931673,"Ceroid lipofuscinosis, neuronal 1, infantile",0.0,0.0,3449.5,0.8399545180303523,0.0007255122361202835,0.3
C0152013,Adenocarcinoma of lung (disorder),0.09,0.02,4279.45652173913,0.7968646273999348,0.003943548919209846,0.41999999999999993
C0175702,Williams Syndrome,0.2,0.2,6867.1,0.6813431104098018,0.014841402032748441,0.3
C0268362,Osteogenesis imperfecta type III (disorder),0.2,0.2,4875.818181818182,0.753121228998422,0.00921884547758679,0.6
C0268363,Osteogenesis imperfecta type IV (disorder),0.2,0.2,3498.4,0.8441360746275584,0.05068392876074148,0.4
C0241910,"Hepatitis, Autoimmune",0.4,0.15,3515.470588235294,0.7794707520891364,0.021614693419475257,0.65
C0033578,Prostatic Neoplasms,0.0320536540240518,0.010638297872340424,6883.130341880342,0.6745946203326908,0.009070500067362633,0.20069380203515266
C2936907,NADH:Q(1) Oxidoreductase deficiency,0.8,0.25,1141.75,0.9543042206435436,0.03172966618666031,0.9
C0848558,Hypospadias,0.05,0.0,11049.0,0.44833936777607575,0.00035705183235007514,0.05
C0026764,Multiple Myeloma,0.05,0.05,7589.282051282052,0.6368499628218236,0.004446053411157001,0.175
C0015695,Fatty Liver,0.08,0.0,5012.479166666667,0.7637777209540192,0.0029849894349605116,0.43499999999999994
C0023290,"Leishmaniasis, Visceral",0.1,0.0,3987.0,0.7513367370619634,0.002177319276216693,0.45
C0393706,Early infantile epileptic encephalopathy with suppression bursts,0.1,0.0,6693.444444444444,0.6671328752495473,0.0010912517263907725,0.15
C0022521,Kartagener Syndrome,0.0,0.0,9980.083333333334,0.5612691372931469,0.0001531906434910144,0.0
C0005586,Bipolar Disorder,0.03333333333333333,0.0,8916.031746031746,0.5848449955026209,0.0012504871614263612,0.13333333333333336
C0242350,Erectile dysfunction,0.2,0.2,5537.4,0.7430523970854411,0.022986502503468603,0.5
C0265215,Meckel-Gruber syndrome,0.8,0.5,78.71428571428571,0.9970593696328274,0.024630171030100578,1.0
C0005612,Birth Weight,0.0,0.0,7898.7,0.5861094351881933,9.129978112136282e-05,0.2
C0004352,Autistic Disorder,0.029891304347826088,0.017028985507246377,7281.802575107296,0.6583062324821457,0.004490165296894294,0.14981884057971015
C0023904,"Liver Neoplasms, Experimental",0.17333333333333334,0.07666666666666666,5644.433962264151,0.7364505828373016,0.01071395652590184,0.32
C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,0.1,0.0,3290.1111111111113,0.8320674126003993,0.0018819935102430685,0.5
C0027404,Narcolepsy,0.0,0.0,8192.388888888889,0.5209538511537212,0.00029730734176711186,0.15
C0015967,Fever,0.05,0.0,5921.5,0.6971955239819844,0.0013079058422228755,0.25
C0001418,Adenocarcinoma,0.05818181818181818,0.00909090909090909,4430.952830188679,0.7941148113459429,0.003928938569562644,0.3781818181818182
C0887833,"Carcinoma, Pancreatic Ductal",0.3,0.15,3153.2,0.8536599804986768,0.015331521387188143,0.55
C0740392,"Infarction, Middle Cerebral Artery",0.03333333333333333,0.0,3215.24,0.8554647346584927,0.0016116931483201237,0.31666666666666665
C0020538,Hypertensive disease,0.058187134502923975,0.005555555555555555,5342.042328042328,0.7505148021526422,0.005533699576373995,0.31140350877192974
C0349639,Juvenile Myelomonocytic Leukemia,0.3,0.0,2570.0526315789475,0.8822499767852168,0.003754519566499563,0.55
C0023343,Leprosy,0.05,0.05,10941.277777777777,0.47406448767352244,0.0030431397285151144,0.2
C0027051,Myocardial Infarction,0.06944444444444445,0.0125,5580.779069767442,0.7415392984852953,0.0036233765261325943,0.31805555555555554
C0042109,Urticaria,0.0,0.0,6903.75,0.7018998653730096,0.00032876190170399614,0.25
C0003811,Cardiac Arrhythmia,0.15,0.05,7425.7,0.6404524771323767,0.003951886804640616,0.25
C0018995,Hemochromatosis,0.4,0.3,3465.4166666666665,0.8001322812717568,0.056442889891069284,0.6
C0030297,Pancreatic Neoplasm,0.05,0.0,6398.9,0.7010933207617451,0.002605742997107545,0.3875
C0020507,Hyperplasia,0.03333333333333333,0.0,4387.5,0.7931648940287647,0.001575952410349182,0.3833333333333333
C0030354,Papilloma,0.2,0.2,3741.181818181818,0.8178594634734985,0.010498605426338212,0.45
C0030193,Pain,0.11499999999999999,0.025,5428.733333333334,0.75245293324656,0.0034423802419177203,0.38499999999999995
C0000768,Congenital Abnormality,0.3,0.2,3185.7272727272725,0.8597315046876449,0.005498267260338372,0.4
C1834752,"MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO (finding)",0.3,0.1,3030.9,0.7970947231633174,0.028879454229027334,0.6
C0022658,Kidney Diseases,0.05972222222222222,0.0,7858.240963855422,0.6322601686276944,0.001704716494041521,0.21944444444444447
C0206062,"Lung Diseases, Interstitial",0.0,0.0,9713.666666666666,0.6001473865007891,0.00016012205530016203,0.1
C0007117,Basal cell carcinoma,0.05,0.05,8921.454545454546,0.6138220725950004,0.008649077350380983,0.1
C2239176,Liver carcinoma,0.03225108225108225,0.013636363636363636,5041.760368663595,0.7639206497969385,0.005193519338357947,0.27575757575757576
C0206726,gliosarcoma,0.05,0.0,4803.066666666667,0.7741597808931391,0.0013136404799295172,0.25
C0948089,Acute Coronary Syndrome,0.19166666666666665,0.09166666666666665,2334.6451612903224,0.8900353061414104,0.005460526794977409,0.5083333333333333
C0029927,Ovarian Cysts,0.0,0.0,11188.709677419354,0.4740015949704233,0.0001684231035077955,0.03333333333333333
C0036346,"Schizophrenia, Childhood",0.0,0.0,9510.733333333334,0.5545411289573855,0.00012039430209300435,0.0
C0206686,Adrenocortical carcinoma,0.25,0.05,2497.6470588235293,0.8818268337975859,0.015156899539963404,0.6
C0036341,Schizophrenia,0.008333333333333333,0.0,8743.600840336134,0.5901882531809756,0.001991319504917647,0.10525362318840578
C0333641,Atrophic,0.0,0.0,5501.5,0.7447208428087437,0.0005578200022985931,0.3
C1800706,Idiopathic Pulmonary Fibrosis,0.0,0.0,12709.4375,0.4586497841325844,0.000276905468628057,0.1
C0431362,Lobar Holoprosencephaly,0.25,0.05,6747.642857142857,0.6367950146219189,0.006152393920381886,0.4
C0431363,Alobar Holoprosencephaly,0.15,0.05,5796.214285714285,0.7032203035788888,0.003540990911125074,0.4
C0021051,Immunologic Deficiency Syndromes,0.35,0.3,6259.529411764706,0.6818407613741875,0.08979322740754934,0.5
C0004134,Ataxia,0.0,0.0,11270.2,0.490878284281868,0.000579423650855795,0.15
C0279628,Adenocarcinoma Of Esophagus,0.1,0.0,4283.785714285715,0.8219212737316065,0.0015789332649734224,0.35
C0035334,Retinitis Pigmentosa,0.14285714285714285,0.07142857142857142,6385.072463768116,0.7019995102471368,0.009867770896842657,0.3023809523809523
C0279626,Squamous cell carcinoma of esophagus,0.09861111111111112,0.04861111111111111,4591.59756097561,0.7857532013969732,0.008159168833883778,0.40694444444444444
C0004364,Autoimmune Diseases,0.03333333333333333,0.0,4798.969696969697,0.7744095738090813,0.0009804060296936307,0.1833333333333333
C0011991,Diarrhea,0.1,0.0,8853.7,0.509393419037453,0.0005582013703327437,0.1
C0151744,Myocardial Ischemia,0.05919117647058823,0.0,6605.226190476191,0.6905212581783379,0.0036607273849305613,0.2136029411764706
C0085580,Essential Hypertension,0.0,0.0,7480.0,0.6821377181581878,0.0008591894533191964,0.4
C0019209,Hepatomegaly,0.3333333333333333,0.3333333333333333,5447.333333333333,0.7244008209062971,0.03597248391674099,0.4444444444444444
C0026848,Myopathy,0.0,0.0,5646.92,0.7491675181125765,0.00047137067374559684,0.2833333333333333
C0019202,Hepatolenticular Degeneration,0.18333333333333332,0.18333333333333332,5625.916666666667,0.759226923017384,0.02603816027029283,0.4833333333333333
C0015393,Eye Abnormalities,0.1,0.0,10832.785714285714,0.4568328459360349,0.00226680755252255,0.15
C0026846,Muscular Atrophy,0.1,0.0,3227.0,0.8457018195321204,0.0016051276507425371,0.55
C0004782,Basal Ganglia Diseases,0.1,0.1,7872.416666666667,0.5509572986771873,0.012665987337895429,0.2
C0019163,Hepatitis B,0.3,0.3,6439.0625,0.6646290794299243,0.0844625099838712,0.3
C0024115,Lung diseases,0.04,0.0,7410.777777777777,0.6516855708441801,0.0013587643020191028,0.25
C0024117,Chronic Obstructive Airway Disease,0.025,0.0,6446.152173913043,0.6965622239784297,0.001273473218256581,0.24000000000000005
C0031117,Peripheral Neuropathy,0.03611111111111111,0.0035714285714285713,8147.093189964157,0.6178783536265443,0.00337449414553889,0.16150793650793652
C0043094,Weight Gain,0.04444444444444444,0.0,8273.772727272728,0.6157875890819321,0.0016214455626022458,0.19027777777777777
C0011053,Deafness,0.0,0.0,10058.6,0.4875731129885804,0.0003308319731673941,0.15
C0403553,Renal dysplasia and retinal aplasia (disorder),0.5,0.5,2502.5,0.8947811760337867,0.13789477496079336,0.8
C1263846,Attention deficit hyperactivity disorder,0.025,0.025,8391.8,0.5962617709010934,0.007206816740799445,0.2583333333333333
C0039685,Tetralogy of Fallot,0.35,0.05,4333.466666666666,0.7345255779407668,0.008257683357996414,0.55
C0524851,Neurodegenerative Disorders,0.1,0.025,8617.54054054054,0.6030003097893433,0.02710859245276352,0.26666666666666666
C0004763,Barrett Esophagus,0.05,0.0,6402.428571428572,0.6800445620387133,0.0009381979767334079,0.25
C0376634,Craniofacial Abnormalities,0.020476190476190474,0.007142857142857143,6667.8,0.6896985557720192,0.002655433435850885,0.18619047619047618
C0520459,Necrotizing Enterocolitis,0.3,0.0,4862.235294117647,0.7930222841225627,0.004609620787804096,0.5
C0020473,Hyperlipidemia,0.3,0.1,3712.0,0.8321947539461467,0.06201061607171576,0.65
C3463824,MYELODYSPLASTIC SYNDROME,0.0,0.0,8352.0,0.6148892706253772,0.00025721253824796897,0.1
C0003130,Anoxia,0.13333333333333333,0.0,6502.8125,0.6930015485869143,0.002319202640170565,0.31666666666666665
C0149925,Small cell carcinoma of lung,0.15,0.1,6000.1,0.7214713947111587,0.010442284579629518,0.275
C0014544,Epilepsy,0.13095238095238093,0.047619047619047616,7508.809523809524,0.6484210433033362,0.006502137783134579,0.2571428571428571
C0162557,"Liver Failure, Acute",0.03333333333333333,0.0,5522.772727272727,0.7342957201454996,0.0007867519420421656,0.3
C1449861,"Micronuclei, Chromosome-Defective",0.15,0.05,4375.888888888889,0.8110288314220716,0.010474578356481596,0.5
C0009241,Cognition Disorders,0.0,0.0,10172.260869565218,0.523500820408037,0.00029209261054961806,0.05
C0085110,Severe Combined Immunodeficiency,0.2,0.0,3021.5454545454545,0.8532349391998515,0.0027966119273241546,0.6
C0018798,Congenital Heart Defects,0.06666666666666667,0.0,6282.685714285714,0.7159933246600376,0.0019468806041397853,0.275
C0018799,Heart Diseases,0.095,0.025,5467.738095238095,0.7449811759237741,0.007541300485470868,0.19
C0023493,Adult T-Cell Lymphoma/Leukemia,0.19999999999999998,0.03333333333333333,3166.8387096774195,0.8581792560934065,0.004546939411443978,0.525
C0008312,Primary biliary cirrhosis,0.25,0.15,5138.8421052631575,0.7782175689479061,0.093646085394568,0.4
C0004936,Mental disorders,0.3,0.0,6118.0,0.6679638912095053,0.0025227149623994497,0.3
C0005283,beta Thalassemia,0.2,0.1,4953.0,0.7443101127767207,0.00579874050460257,0.3
C0024809,Marijuana Abuse,0.2,0.2,5834.6,0.7179282498723719,0.10841228581211093,0.2
C0023976,Long QT Syndrome,0.45,0.4,1522.3125,0.940167587391486,0.1110479320041881,0.85
C0006413,Burkitt Lymphoma,0.25,0.1,3294.4666666666667,0.8468132021167951,0.014155255964396107,0.45
C1861063,"TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)",0.3,0.3,6997.5,0.5691279528472641,0.06252022052058819,0.3
C0018621,Hay fever,0.0,0.0,12317.0,0.42749802756764277,8.994830305148385e-05,0.0
C0021655,Insulin Resistance,0.125,0.045,4288.416666666667,0.8048807475940304,0.004618601528641713,0.385
C0149721,Left Ventricular Hypertrophy,0.2333333333333333,0.13333333333333333,3305.5,0.8555596835864332,0.010824135194907549,0.41666666666666663
C0085129,Bronchial Hyperreactivity,0.05,0.0,6665.0,0.6191515038989974,0.0009895679112252856,0.3
C1862939,AMYOTROPHIC LATERAL SCLEROSIS 1,0.04,0.0,4851.468085106383,0.7722907949790795,0.002108662882974722,0.4
C0015934,Fetal Growth Retardation,0.0,0.0,4427.3,0.7945746507634472,0.000586959140061532,0.3
C0079541,Holoprosencephaly,0.375,0.25,7328.875,0.6362505220659892,0.03272482252031268,0.375
C0993582,"Arthritis, Experimental",0.125,0.075,6314.5641025641025,0.706902748086873,0.008568762911188636,0.4416666666666667
C0014549,Tonic-Clonic Epilepsy,0.3,0.3,3283.8,0.7827098900078896,0.033397586465612965,0.5
C0242656,Disease Progression,0.06538461538461539,0.03205128205128205,5561.395161290323,0.7418675610459309,0.0065487573763402165,0.27243589743589747
C0017668,Focal glomerulosclerosis,0.16666666666666666,0.05,1804.8181818181818,0.9176410494543766,0.004689952879500373,0.6666666666666666
C0334588,Giant Cell Glioblastoma,0.25,0.2,5078.333333333333,0.7782931074495243,0.01626464560026546,0.45
C1959629,Seizure Adverse Event,0.0,0.0,11324.21052631579,0.4605406723001207,9.50183554962279e-05,0.0
C0005910,Body Weight,0.0,0.0,14080.57142857143,0.2984554147518915,3.949834327740946e-05,0.0
C0020179,Huntington Disease,0.0,0.0,9347.833333333334,0.5203585518681828,0.0001227391942497341,0.0
C0017636,Glioblastoma,0.08095238095238096,0.0,4041.5081967213114,0.8099152444751624,0.0029227456837210264,0.37857142857142856
C0235833,Congenital diaphragmatic hernia,0.1,0.1,4851.454545454545,0.7810985797827903,0.02605613341316488,0.5
C0036421,Systemic Scleroderma,0.0,0.0,10059.391304347826,0.5458213368007183,0.00017475693146532228,0.0
C2609414,Acute kidney injury,0.10238095238095238,0.02857142857142857,6645.7692307692305,0.6901974045713577,0.005127855999755357,0.3452380952380952
C1876165,Copper-Overload Cirrhosis,0.1,0.0,3621.6363636363635,0.8238512949039265,0.0015134256876508155,0.45
C0000786,Spontaneous abortion,0.045454545454545456,0.02727272727272727,6766.742857142857,0.6824705473530758,0.012200111444403926,0.29545454545454547
C0017638,Glioma,0.08809523809523809,0.02857142857142857,5185.731343283582,0.757240687806067,0.00755099342870566,0.23809523809523808
C0017639,Gliosis,0.35,0.3,4240.9375,0.8412956687247574,0.17066646453667872,0.7
