disease_id,disease_name,disease_size,loo_median_CI,loo_median_DI,null_loo_medians_CI,null_loo_medians_DI,pvalue_CI,pvalue_DI
C0268307,Conjugated hyperbilirubinemia,14,0.0015537226010548847,0.0,"[0.00049614 0.0058394  0.00138383 0.         0.         0.00136634
 0.00120244 0.00513709 0.         0.00081857 0.         0.00317119
 0.00082666 0.00641831 0.00272826 0.00159822 0.00635466 0.
 0.00159183 0.00072401 0.         0.00148035 0.         0.003504
 0.00031395 0.00697317 0.00280441 0.00054717 0.00402532 0.00339929
 0.00217355 0.         0.00023439 0.00695925 0.00052097 0.
 0.00213574 0.00182019 0.00311703 0.00228981 0.00443652 0.00082483
 0.00160572 0.00287238 0.00158297 0.00368531 0.00200462 0.
 0.         0.         0.         0.         0.00238876 0.00028048
 0.         0.         0.00670776 0.00065783 0.00359952 0.00249765
 0.00152412 0.00492792 0.00411228 0.00371285 0.00184692 0.00035366
 0.00075897 0.00061321 0.         0.0022141  0.01005852 0.00239483
 0.00364652 0.00500363 0.         0.00686231 0.         0.00056979
 0.00334944 0.00916155 0.00187259 0.         0.00076347 0.00608675
 0.00549469 0.00440988 0.00434466 0.00302847 0.00295012 0.
 0.00218115 0.00090924 0.00057385 0.         0.00196484 0.
 0.00068559 0.00171827 0.00654788 0.00064689]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.52,0.48
C1855751,Bulbous nasal tip,48,0.036288799354429885,0.0,"[0.02318324 0.02584149 0.03230743 0.03641405 0.02843437 0.02665682
 0.02546908 0.02011257 0.0307065  0.02660866 0.0275549  0.02802255
 0.02380922 0.02521809 0.03366063 0.02687455 0.02735552 0.02942828
 0.02602574 0.02960349 0.02240566 0.03164172 0.03106391 0.02829956
 0.03050316 0.02414806 0.02822631 0.02954739 0.03829916 0.02546162
 0.03043962 0.02407711 0.03396056 0.0305368  0.0245572  0.02450561
 0.02378408 0.0227246  0.02606312 0.02333554 0.0285952  0.0245933
 0.02680723 0.02947235 0.02090825 0.02385579 0.02498755 0.02939049
 0.02403254 0.02469723 0.03068046 0.03454957 0.02801313 0.02809289
 0.02408792 0.02301095 0.02854414 0.02272953 0.03114077 0.02327589
 0.02354037 0.02486339 0.02579493 0.0263861  0.03616113 0.02570417
 0.02932888 0.02111002 0.02619389 0.03513593 0.02875765 0.0243526
 0.02463523 0.025854   0.02807094 0.02614258 0.0269368  0.03087701
 0.02636356 0.02090985 0.02782436 0.02561955 0.03338339 0.02959228
 0.02869975 0.02780497 0.02826435 0.02508911 0.02738465 0.0273561
 0.02415893 0.02724219 0.03050258 0.02372477 0.02764529 0.02869658
 0.0227798  0.02548105 0.02748206 0.03134219]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.02,0.5
C3278811,Thumb aplasia,16,0.05430978340407533,0.002136752136752137,"[0.01251464 0.01089274 0.01403884 0.0085235  0.01494161 0.01846316
 0.01534902 0.01093884 0.0166087  0.0096568  0.01555029 0.0160541
 0.00796624 0.00882749 0.01955781 0.01500185 0.01296119 0.01086162
 0.00913121 0.0143714  0.0167179  0.01211788 0.01635507 0.01497454
 0.01299541 0.01417478 0.01697364 0.01486101 0.01717356 0.01272506
 0.01840987 0.01322581 0.01927148 0.01206423 0.00912647 0.01372106
 0.0123956  0.01954571 0.01124392 0.01460495 0.01699651 0.01468786
 0.01609386 0.01220014 0.01707496 0.01139255 0.01633099 0.01792348
 0.01843682 0.01052756 0.01118886 0.01874634 0.01809271 0.01655704
 0.01286254 0.01531916 0.01575762 0.01509542 0.01290149 0.01446629
 0.02154254 0.0105501  0.01078681 0.01313892 0.01249473 0.00923422
 0.01322454 0.00890501 0.01491994 0.01599271 0.01690025 0.014781
 0.01637024 0.01556348 0.01545562 0.01338706 0.01727545 0.01731379
 0.01194553 0.0139467  0.0169911  0.03580949 0.01615967 0.01474941
 0.01340903 0.01152695 0.01317796 0.01526935 0.0105699  0.01607376
 0.0153606  0.00991793 0.02367558 0.01057722 0.02082624 0.01110071
 0.02084622 0.00975032 0.02009978 0.01305169]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00207469 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00166113 0.         0.         0.        ]",0.0,0.0
C0017181,Gastrointestinal Hemorrhage,51,0.08780635882031154,0.012658227848101266,"[0.04012559 0.03512486 0.02709535 0.03285132 0.03103868 0.03175099
 0.02921696 0.03587665 0.03342756 0.03286533 0.03595259 0.03178696
 0.03954457 0.02986718 0.03490987 0.03466417 0.03430182 0.03921268
 0.03174422 0.02828701 0.03416981 0.03324071 0.03551329 0.03096815
 0.02936783 0.03277597 0.03415915 0.03791489 0.03562332 0.0323301
 0.03167707 0.03058315 0.02860625 0.03480415 0.03791561 0.03721173
 0.03006557 0.03741595 0.04044715 0.0296635  0.03126427 0.03489539
 0.03238486 0.02984649 0.03806163 0.03175093 0.03158209 0.04124626
 0.03443111 0.02513985 0.02934693 0.03402385 0.03356396 0.03212917
 0.03669538 0.03046019 0.03639491 0.03511405 0.03288436 0.02864009
 0.03329338 0.0388659  0.03104889 0.03433136 0.03138454 0.03752238
 0.03359496 0.03376774 0.03116834 0.03342797 0.03036071 0.03006566
 0.03312227 0.03536493 0.03158844 0.03678397 0.03788833 0.03750698
 0.03943285 0.03319893 0.03411374 0.03537171 0.03422065 0.02894104
 0.03469715 0.03202814 0.02952867 0.03298428 0.03197988 0.02679131
 0.03383135 0.0328152  0.0272565  0.02955157 0.03219887 0.03677682
 0.03054228 0.03645096 0.03406624 0.03096832]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0002395,Alzheimer's Disease,81,0.11383709512736961,0.017699115044247787,"[0.07228799 0.05781489 0.06379461 0.06000708 0.05597657 0.05769121
 0.06602365 0.05407164 0.0675483  0.05268357 0.05797749 0.06530102
 0.05398159 0.06022304 0.06171911 0.05459032 0.05814889 0.06067418
 0.05073718 0.06971743 0.06683746 0.05740949 0.06750968 0.05392937
 0.0525036  0.05916929 0.05108898 0.05974597 0.05635327 0.05707471
 0.05860859 0.06075287 0.06149941 0.06790495 0.06350006 0.05295246
 0.05800169 0.0586108  0.06011096 0.05876419 0.05266643 0.05901607
 0.06477593 0.0666696  0.06059027 0.06457916 0.05803386 0.061535
 0.05401973 0.05535264 0.06546825 0.05856352 0.06018384 0.06075469
 0.0607254  0.05068165 0.06228121 0.06110076 0.05047908 0.05823624
 0.06046876 0.05197085 0.05994872 0.05353468 0.06620247 0.05805433
 0.05472867 0.06164521 0.0609384  0.06327536 0.05778212 0.05401802
 0.07011312 0.06467774 0.06249692 0.05167544 0.04825064 0.06452968
 0.06238893 0.05954606 0.0548603  0.06004974 0.05249883 0.06076633
 0.05212848 0.06759985 0.06382862 0.06748641 0.06672789 0.05965673
 0.05552763 0.04942317 0.05717678 0.05516929 0.06263021 0.05404635
 0.06201951 0.05619004 0.04609088 0.06550738]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00625    0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.004329   0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00429185 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.0,0.0
C0240421,"Muscle weakness, progressive",21,0.14313013713502176,0.14285714285714285,"[0.00564032 0.01006228 0.00646045 0.01485553 0.00677146 0.01190091
 0.00760641 0.00658007 0.00855385 0.00850519 0.00946084 0.00903877
 0.00857717 0.01241752 0.00764094 0.00896469 0.01807579 0.01280211
 0.00487564 0.0074639  0.00634458 0.00954915 0.01162687 0.00603614
 0.00931566 0.00567731 0.00700851 0.01489752 0.01099251 0.00937432
 0.00665822 0.00855782 0.00996779 0.0125201  0.01079062 0.0123614
 0.00740385 0.01125373 0.01205357 0.01092912 0.00990146 0.01286614
 0.01385091 0.01336935 0.00755751 0.00981403 0.01321813 0.0115252
 0.01137549 0.01021605 0.00884946 0.00893071 0.00978668 0.00887284
 0.01003132 0.01000631 0.01339041 0.00462369 0.0088745  0.00826953
 0.01024266 0.008946   0.00872738 0.00982264 0.00968851 0.00921989
 0.00700863 0.01063498 0.01004728 0.00909144 0.01271891 0.0071799
 0.00566364 0.01004492 0.00822597 0.01087043 0.00877236 0.01144885
 0.01164071 0.00999131 0.00721597 0.00899313 0.00982582 0.00674721
 0.01284962 0.00891137 0.00444001 0.01086646 0.01420606 0.00924907
 0.01209147 0.00680841 0.00947585 0.01087641 0.00763842 0.01124227
 0.01413684 0.01449048 0.01174716 0.00648976]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0376545,Hematologic Neoplasms,22,0.10785685021679,0.0304147465437788,"[0.01909006 0.02556738 0.01921854 0.03156514 0.02767356 0.0225403
 0.02217277 0.02582824 0.02598109 0.02972575 0.02671135 0.02769937
 0.03458341 0.02375004 0.02321838 0.02710516 0.02076116 0.01751851
 0.024971   0.02999589 0.02549523 0.02734867 0.03269343 0.02223684
 0.02718945 0.03490435 0.02261325 0.02672519 0.03147457 0.03695694
 0.02514635 0.02971776 0.02615236 0.02485777 0.02631845 0.03287712
 0.02586863 0.02840034 0.02389027 0.0292362  0.02535503 0.02154966
 0.0330164  0.02982406 0.02718179 0.03721505 0.03010956 0.02691079
 0.0305199  0.03671342 0.02243491 0.0291333  0.02097023 0.02527152
 0.02392783 0.02557232 0.02492777 0.02272994 0.0288711  0.02908453
 0.0210461  0.03377829 0.02675504 0.03109418 0.02752897 0.0264934
 0.02818629 0.03288636 0.0276918  0.0324706  0.02724572 0.02965445
 0.02122014 0.033377   0.02571267 0.02183071 0.0274023  0.02955659
 0.03088116 0.02756323 0.02592803 0.02732905 0.03174202 0.02593413
 0.02160226 0.01827976 0.03375412 0.03049263 0.02936471 0.02831765
 0.023042   0.02629015 0.04332224 0.02970285 0.02452257 0.02259681
 0.02285219 0.0169641  0.03033475 0.03388321]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00849592 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00837503 0.         0.         0.         0.
 0.         0.         0.         0.00191571 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.0,0.0
C1850189,Large pinnae,87,0.0818796488974861,0.0,"[0.05551362 0.05752043 0.05327646 0.05401852 0.05070579 0.0655866
 0.06177436 0.05652623 0.05738819 0.0570918  0.05618856 0.05511646
 0.05563614 0.05970272 0.05514978 0.05352881 0.06118437 0.05513867
 0.05960794 0.0649313  0.05906656 0.05301309 0.06098197 0.05138775
 0.0596888  0.05280967 0.05860018 0.06737668 0.05446358 0.06247759
 0.05113894 0.06656827 0.05053627 0.05031741 0.04896817 0.05186262
 0.05855644 0.05402966 0.06273492 0.05732732 0.06135279 0.05897883
 0.05946073 0.05986863 0.05730425 0.06109134 0.04911494 0.06195261
 0.0570835  0.06010035 0.04944516 0.06216873 0.05798454 0.06054504
 0.05837131 0.05037742 0.06311113 0.05376416 0.06072775 0.06336605
 0.06547311 0.04661114 0.07288817 0.06974011 0.06582529 0.05831608
 0.06149237 0.05290501 0.05048391 0.06445335 0.05678293 0.05049525
 0.06984134 0.05509451 0.05237894 0.05694405 0.05958546 0.06170026
 0.0539798  0.05221992 0.05930607 0.05585042 0.05304843 0.05508091
 0.06991717 0.05547508 0.06536745 0.06249117 0.05558994 0.06411064
 0.05680299 0.06015688 0.06060981 0.07137338 0.05542303 0.06577292
 0.0563595  0.05225677 0.04984068 0.06239576]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.52
C0743912,Increased ferritin,14,0.017623383087196888,0.0,"[0.00290742 0.00372503 0.00196113 0.00314551 0.00109037 0.00366921
 0.         0.00569952 0.         0.00953868 0.00424005 0.
 0.         0.         0.0011495  0.         0.00239447 0.
 0.00487275 0.         0.00095048 0.00051583 0.         0.00205413
 0.00334121 0.         0.00302876 0.00157668 0.00178559 0.00355842
 0.00974845 0.00445188 0.00076242 0.00221486 0.         0.00237826
 0.00089264 0.00167814 0.         0.         0.00389926 0.00468688
 0.00601032 0.00364458 0.00520163 0.00274173 0.00109247 0.00143084
 0.00316948 0.00561634 0.00720311 0.00779277 0.00115331 0.
 0.         0.00306572 0.00184305 0.00078168 0.         0.0004794
 0.00334141 0.00377634 0.00199286 0.00433283 0.0006307  0.
 0.00252566 0.00349871 0.         0.00408873 0.00418934 0.00802187
 0.         0.00031112 0.00414088 0.00115531 0.         0.
 0.00689721 0.00155938 0.         0.00104519 0.00267045 0.00580982
 0.         0.         0.00541499 0.00272109 0.00781996 0.00313069
 0.00471868 0.00048882 0.         0.00241688 0.00077824 0.00059929
 0.00276024 0.00108994 0.0035685  0.00184356]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.5
C0009421,Comatose,56,0.0771473338794813,0.04522357723577236,"[0.03076223 0.02340955 0.03247957 0.03136718 0.03452264 0.02333762
 0.02968119 0.03101437 0.03070152 0.02876367 0.02630653 0.02644099
 0.02993869 0.03357235 0.0355345  0.03007595 0.0325242  0.02995005
 0.03568933 0.02710244 0.03662725 0.03159345 0.02842831 0.02677658
 0.03628234 0.03330508 0.02939194 0.03873857 0.03233727 0.02956242
 0.03457857 0.0325048  0.02821345 0.03136769 0.03359631 0.03038494
 0.02997138 0.03343217 0.03093997 0.03861867 0.02726384 0.02644531
 0.02931538 0.03256735 0.02608033 0.02888243 0.0333721  0.02957146
 0.02654712 0.02933223 0.02905337 0.02630113 0.03638588 0.03487381
 0.03343134 0.02576326 0.03401182 0.02588908 0.0359282  0.02997485
 0.02927362 0.02816432 0.03152741 0.02359764 0.03344546 0.03026416
 0.03436029 0.02892874 0.03204196 0.02815793 0.03137528 0.02731459
 0.02757203 0.02824542 0.02730885 0.03255691 0.0339304  0.03069037
 0.02884203 0.02891759 0.03026308 0.03052597 0.03426778 0.02642041
 0.03054616 0.02718967 0.02704165 0.02770551 0.02958491 0.0283085
 0.0327777  0.0287883  0.0291242  0.02841213 0.03119294 0.02494047
 0.03552369 0.02421231 0.02987549 0.0277074 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0018989,Hemiparesis,35,0.02461809913899269,0.0,"[0.01887797 0.01702672 0.01520845 0.01895892 0.01627051 0.01691216
 0.02134439 0.02111954 0.02068357 0.02033449 0.01682763 0.01748906
 0.02367739 0.01587379 0.02224638 0.01986698 0.01591152 0.01816155
 0.02026007 0.02207109 0.02121218 0.0170153  0.02014764 0.02097491
 0.0190002  0.01223078 0.01409289 0.01353935 0.01403457 0.01754094
 0.01303283 0.0215882  0.02038458 0.01986438 0.0148412  0.01665017
 0.01993026 0.02022704 0.01780674 0.01802403 0.01930267 0.01891862
 0.01587148 0.01716351 0.02083676 0.01866207 0.01509044 0.0189709
 0.01394988 0.01952104 0.01288464 0.0175473  0.02605696 0.01485091
 0.0155043  0.02230681 0.01630608 0.0191083  0.02449521 0.0220084
 0.02153652 0.01957412 0.01688538 0.02173059 0.01426391 0.01615208
 0.01701093 0.02242384 0.02127147 0.01511969 0.02819523 0.01640313
 0.02133834 0.01536438 0.01715661 0.01554747 0.02192028 0.02108167
 0.02078834 0.01702647 0.0181605  0.01909448 0.01981086 0.01539335
 0.01159705 0.01759525 0.01527578 0.02211069 0.01379794 0.01562602
 0.01297758 0.01841988 0.01532456 0.02406683 0.02309735 0.01783208
 0.01942021 0.0119985  0.02058206 0.01906232]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.02,0.46
C1837260,Prominent forehead,67,0.04984630577034163,0.0,"[0.04002077 0.03707546 0.04577639 0.04361235 0.04170474 0.04404028
 0.0459063  0.04274154 0.04639782 0.0411596  0.04787816 0.04485939
 0.04138858 0.04462084 0.05019986 0.04258647 0.03901502 0.04659997
 0.03342099 0.04643539 0.04587272 0.04184315 0.04894642 0.04145118
 0.04480217 0.03983139 0.04624331 0.04310824 0.04708478 0.04131883
 0.03870312 0.036793   0.04659677 0.04691426 0.03992444 0.0451311
 0.03240571 0.03682324 0.03848085 0.04419018 0.05256416 0.04358628
 0.04232279 0.04181304 0.04217251 0.04357578 0.04178925 0.04430668
 0.03963498 0.04498575 0.04785057 0.06309608 0.03654475 0.03514416
 0.03768359 0.0425856  0.04866271 0.04338144 0.04113875 0.04196812
 0.04433839 0.03625054 0.04682095 0.04151984 0.04054434 0.04752585
 0.04412596 0.04571308 0.04123647 0.04129895 0.04340819 0.05008846
 0.04278653 0.04998462 0.04001542 0.03848523 0.04469839 0.04717988
 0.04565605 0.04433544 0.04155693 0.03351889 0.04290473 0.0405809
 0.0450563  0.0492386  0.03753417 0.04158483 0.04443312 0.04864299
 0.04804439 0.03904331 0.03722812 0.04896968 0.04901622 0.04003346
 0.04957526 0.04302874 0.04601385 0.04264393]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.05,0.46
C0268237,Cytochrome-c Oxidase Deficiency,12,0.08099830629959555,0.0,"[0.00415633 0.00343891 0.         0.00108404 0.00304815 0.00593282
 0.00485064 0.00033855 0.00779492 0.00136447 0.         0.00279301
 0.0074495  0.00431343 0.         0.00172815 0.00357757 0.
 0.00146388 0.00100045 0.00460475 0.00113427 0.00338962 0.
 0.         0.00267874 0.00332493 0.00695986 0.00174075 0.00428331
 0.01253256 0.00136929 0.00088343 0.00414334 0.00050856 0.00161981
 0.         0.00332682 0.00253892 0.00142239 0.00614895 0.00142134
 0.00203088 0.00215714 0.00580571 0.00155511 0.00172075 0.00246072
 0.00224831 0.         0.00438592 0.00130686 0.00159516 0.00307245
 0.00269575 0.00303376 0.00198615 0.00238533 0.00126167 0.00483831
 0.00370044 0.0045917  0.0073532  0.00188925 0.0003196  0.00398591
 0.00287765 0.00483039 0.00669761 0.         0.00050633 0.00536154
 0.00428245 0.00388538 0.00342376 0.00075877 0.00705587 0.00762288
 0.00635212 0.00162321 0.         0.00380582 0.00189197 0.00352344
 0.00312996 0.00176775 0.00271277 0.00107429 0.00037454 0.00728059
 0.00252717 0.         0.00343925 0.         0.         0.00298875
 0.00388437 0.00389663 0.         0.00225708]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.44
C0035304,Retinal Degeneration,48,0.03878864680881296,0.0,"[0.02255608 0.02401462 0.02258229 0.019259   0.02368286 0.02397749
 0.02352434 0.02815669 0.01749713 0.03159429 0.02683417 0.02237484
 0.02793171 0.03200036 0.01905095 0.02261503 0.02051896 0.02223496
 0.02367424 0.02777961 0.02883367 0.02666472 0.02622285 0.02171259
 0.02124449 0.02417741 0.01838672 0.02047063 0.0282773  0.02014662
 0.02342426 0.02911105 0.02570927 0.01812622 0.02461555 0.02628952
 0.03158304 0.02570433 0.02925878 0.02651294 0.02250243 0.0222289
 0.01504752 0.02599854 0.02255575 0.02406113 0.0236804  0.02634159
 0.02306122 0.02503927 0.02731569 0.02119814 0.02738211 0.02784971
 0.02057261 0.02213251 0.0271711  0.01839783 0.01820519 0.02700974
 0.02891174 0.02296209 0.02633453 0.02088309 0.02068948 0.03503511
 0.02253493 0.02001982 0.01820488 0.03245151 0.01896328 0.0286497
 0.02434931 0.02342971 0.0251136  0.01728195 0.02167861 0.02552712
 0.02800009 0.02115213 0.02983119 0.01686862 0.0233643  0.02205115
 0.0242075  0.02176363 0.02081272 0.02037877 0.02117058 0.02724754
 0.0227686  0.02300662 0.02822588 0.02416539 0.02872762 0.03073648
 0.0299214  0.02676682 0.01839942 0.02227179]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.48
