density_CI,density_DN,disease_id,disease_name,disease_size,null_densitys_CI,null_densitys_DN,pvalue_CI,pvalue_DN
0.14969931271477663,0.026143790849673203,C0040264,Tinnitus,18,"[0.12530864 0.17963111 0.3922658  0.11842105 0.16131237 0.22740851
 0.25857968 0.19754386 0.24804873 0.16654182 0.26148218 0.15134209
 0.17280859 0.16885965 0.14632278 0.15379483 0.3994037  0.22465565
 0.2819407  0.08281573 0.14397496 0.14232258 0.11726804 0.14613861
 0.3212528  0.22196796 0.16650741 0.1753174  0.14067797 0.35808466
 0.44510779 0.18995929 0.14272152 0.21765766 0.34507502 0.14820009
 0.10946589 0.18383838 0.14253539 0.16580132 0.12434457 0.17422969
 0.40760959 0.2701531  0.4437263  0.3224446  0.1163964  0.14328027
 0.09064786 0.15499619 0.14862104 0.16197975 0.19299227 0.10722611
 0.14581773 0.53619688 0.13697479 0.19918699 0.1695147  0.17223728
 0.22490842 0.2651405  0.11248186 0.11488014 0.25066118 0.16390782
 0.14486922 0.14812658 0.1220339  0.20940906 0.18621054 0.10416667
 0.27292111 0.10912698 0.1688753  0.12533051 0.10414475 0.32947233
 0.16387457 0.12589377 0.18350877 0.13384484 0.15141243 0.14269406
 0.1099374  0.13166144 0.12457912 0.18069666 0.18548119 0.13162808
 0.21871732 0.34076523 0.10903955 0.09215292 0.2459142  0.15824916
 0.11845584 0.15957955 0.1431131  0.24355505]","[0.         0.         0.00653595 0.         0.         0.
 0.         0.0130719  0.00653595 0.         0.         0.
 0.0130719  0.00653595 0.         0.00653595 0.         0.00653595
 0.         0.         0.         0.00653595 0.         0.
 0.00653595 0.         0.0130719  0.         0.         0.
 0.         0.         0.         0.         0.0130719  0.
 0.00653595 0.00653595 0.0130719  0.00653595 0.         0.00653595
 0.         0.         0.0130719  0.         0.0130719  0.
 0.00653595 0.0130719  0.00653595 0.00653595 0.00653595 0.
 0.00653595 0.00653595 0.         0.         0.         0.
 0.00653595 0.00653595 0.         0.         0.         0.00653595
 0.         0.00653595 0.00653595 0.00653595 0.         0.00653595
 0.         0.         0.         0.00653595 0.00653595 0.
 0.00653595 0.         0.0130719  0.00653595 0.00653595 0.00653595
 0.         0.         0.         0.         0.         0.00653595
 0.01960784 0.0130719  0.         0.00653595 0.         0.
 0.00653595 0.         0.         0.00653595]",0.59,0.0
0.10637573212879883,0.0380952380952381,C0426818,Thin rib,21,"[0.20444691 0.17930029 0.27911133 0.13740506 0.17308164 0.24048491
 0.1683165  0.14553159 0.10277912 0.21032076 0.14874087 0.13583995
 0.24798051 0.14875278 0.1145732  0.11452331 0.12462929 0.18254565
 0.24183476 0.27341318 0.15223622 0.18250377 0.283302   0.19667888
 0.13568868 0.15593365 0.14000908 0.26534052 0.24383628 0.09642989
 0.179143   0.11972556 0.21017801 0.26549962 0.2583176  0.25235405
 0.12810328 0.18550581 0.24973636 0.30042838 0.10609687 0.1141503
 0.10788867 0.2123066  0.19284973 0.13052209 0.23760525 0.10526473
 0.24068535 0.24120986 0.33917926 0.26590346 0.24787842 0.1908046
 0.19811137 0.12860479 0.23439687 0.14525243 0.14471182 0.12087202
 0.20010492 0.08452523 0.26389224 0.23423973 0.11438395 0.12338548
 0.11000232 0.24920808 0.18732667 0.27180799 0.19725482 0.28544669
 0.26229394 0.19883856 0.11377589 0.27831729 0.24669949 0.1672947
 0.2020969  0.12425131 0.13395849 0.23709163 0.13833747 0.23878454
 0.18532712 0.1688118  0.23878499 0.13323116 0.25471391 0.25761768
 0.16997568 0.13321429 0.13302794 0.16977799 0.18749435 0.23307801
 0.1683682  0.17681487 0.24696114 0.1983142 ]","[0.00952381 0.01428571 0.01904762 0.00952381 0.01904762 0.02380952
 0.01428571 0.01428571 0.         0.00952381 0.01428571 0.0047619
 0.01428571 0.0047619  0.00952381 0.01428571 0.01904762 0.03333333
 0.01904762 0.02857143 0.0047619  0.01428571 0.00952381 0.00952381
 0.0047619  0.02380952 0.02380952 0.03333333 0.02380952 0.0047619
 0.0047619  0.00952381 0.00952381 0.01904762 0.01428571 0.01904762
 0.01428571 0.01904762 0.01428571 0.01428571 0.01904762 0.01904762
 0.01428571 0.03333333 0.02857143 0.0047619  0.01904762 0.0047619
 0.01904762 0.01428571 0.02380952 0.01428571 0.02380952 0.
 0.00952381 0.         0.02380952 0.0047619  0.0047619  0.00952381
 0.02380952 0.00952381 0.02380952 0.01428571 0.00952381 0.00952381
 0.01428571 0.02380952 0.00952381 0.0047619  0.         0.01904762
 0.01428571 0.         0.00952381 0.02380952 0.00952381 0.01428571
 0.02380952 0.         0.00952381 0.01428571 0.01428571 0.
 0.01428571 0.01428571 0.02380952 0.01428571 0.01428571 0.00952381
 0.02380952 0.00952381 0.01428571 0.00952381 0.01904762 0.01428571
 0.01904762 0.00952381 0.03333333 0.02380952]",0.95,0.0
0.022549526190104766,0.008686210640608035,C0028738,Nystagmus,307,"[0.02182456 0.02351435 0.02171616 0.02094754 0.02392444 0.02098227
 0.02167303 0.02188818 0.02204573 0.02077307 0.02122666 0.02171905
 0.02245095 0.02150647 0.02171622 0.0218129  0.02247178 0.02279126
 0.02088857 0.0222331  0.02068191 0.02190862 0.02248761 0.02092417
 0.0209143  0.02400052 0.02298184 0.02050906 0.02268598 0.02067469
 0.02134741 0.02104802 0.02205807 0.02322699 0.02178198 0.01987927
 0.02136152 0.02108948 0.02258268 0.02131985 0.02151394 0.02145764
 0.02031033 0.02183721 0.02000659 0.02138609 0.02147167 0.02249629
 0.02093857 0.02176319 0.0220319  0.02404172 0.02251517 0.02410656
 0.02227212 0.02384733 0.02154242 0.02249221 0.02242969 0.02298006
 0.02132815 0.01950099 0.02020897 0.02178975 0.02239275 0.02037986
 0.02124833 0.02173237 0.02205213 0.0224305  0.02031429 0.0219829
 0.02057624 0.023434   0.02306069 0.02074996 0.02365895 0.02120182
 0.02202714 0.02192694 0.02084783 0.02178684 0.02274019 0.02362959
 0.02113428 0.02322422 0.02296103 0.02147004 0.02265524 0.02253174
 0.02190695 0.02180017 0.0202093  0.02081058 0.02135983 0.02023938
 0.02153421 0.02113988 0.021268   0.02267799]","[0.00427924 0.00434311 0.00417279 0.00402376 0.00461987 0.00491793
 0.00366183 0.00457729 0.00400247 0.00468374 0.00417279 0.00489664
 0.0047689  0.00474761 0.004556   0.00496051 0.00402376 0.0049818
 0.00410892 0.00425795 0.00491793 0.00438568 0.00440697 0.00442826
 0.00461987 0.00434311 0.00457729 0.00434311 0.00421537 0.00447084
 0.00487535 0.00449213 0.00438568 0.00489664 0.00459858 0.00602499
 0.00391731 0.00432182 0.00444955 0.00395989 0.00444955 0.00521598
 0.00487535 0.00468374 0.00547146 0.00568436 0.00491793 0.00434311
 0.0039386  0.00461987 0.00464116 0.00502438 0.00487535 0.00457729
 0.0041515  0.0039386  0.00427924 0.00425795 0.00447084 0.00430053
 0.00406634 0.00491793 0.00464116 0.00404505 0.00425795 0.00472632
 0.00459858 0.00515212 0.00442826 0.00466245 0.00400247 0.00413021
 0.00361925 0.00381086 0.00438568 0.00487535 0.004556   0.00479019
 0.00487535 0.00417279 0.00425795 0.00410892 0.00402376 0.00451342
 0.00483277 0.00451342 0.00432182 0.00464116 0.00440697 0.00404505
 0.00387473 0.00421537 0.00474761 0.00413021 0.00472632 0.00349152
 0.00451342 0.004556   0.00496051 0.00427924]",0.21,0.0
0.15789473684210525,0.0,C4021254,Cutaneous finger syndactyly,11,"[0.22510823 0.11029412 0.13419913 0.1        0.12280702 0.1655914
 0.19480519 0.13960114 0.07619048 0.13227513 0.10294118 0.16315789
 0.13970588 0.14210526 0.09803922 0.16883117 0.11029412 0.1
 0.10833333 0.11428571 0.09803922 0.08571429 0.15789474 0.18128655
 0.17666667 0.16017316 0.20923077 0.11764706 0.13438735 0.16329285
 0.1        0.14482759 0.1        0.19       0.15789474 0.14285714
 0.16190476 0.14619883 0.08333333 0.14229249 0.08571429 0.15441176
 0.11052632 0.11764706 0.16450216 0.06593407 0.14210526 0.17666667
 0.125      0.14624506 0.125      0.06593407 0.125      0.17028986
 0.13809524 0.13809524 0.07692308 0.12923077 0.12418301 0.11052632
 0.10457516 0.15873016 0.11764706 0.19       0.14619883 0.09803922
 0.03030303 0.15238095 0.13157895 0.12318841 0.09166667 0.18972332
 0.17538462 0.10833333 0.18095238 0.0952381  0.18128655 0.12857143
 0.13684211 0.30084034 0.16666667 0.30440967 0.13333333 0.10294118
 0.20952381 0.14666667 0.18666667 0.13684211 0.14035088 0.13450292
 0.16666667 0.12380952 0.12380952 0.22222222 0.1        0.13684211
 0.17142857 0.15238095 0.11578947 0.16666667]","[0.         0.         0.         0.         0.         0.
 0.01818182 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01818182 0.         0.         0.
 0.         0.01818182 0.         0.         0.         0.
 0.         0.         0.         0.01818182 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.32,1.0
0.12095913627518674,0.006048387096774193,C0018273,Growth Disorders,32,"[0.09263888 0.14340411 0.20137812 0.19611826 0.10467318 0.11581194
 0.0929084  0.18214221 0.08581655 0.08433735 0.17173601 0.0804452
 0.10499223 0.24747573 0.15234449 0.08017933 0.11304698 0.10571714
 0.15925755 0.12037774 0.09679618 0.13239487 0.10768807 0.10746855
 0.0953425  0.13514902 0.11099476 0.10392465 0.11669073 0.09992236
 0.12050251 0.12694805 0.12352941 0.11156794 0.28332587 0.08508159
 0.09155804 0.10298701 0.08675325 0.09268293 0.33821429 0.11712055
 0.13131313 0.13848631 0.10319516 0.10995016 0.11093734 0.08956434
 0.09385917 0.12087991 0.12032841 0.14477443 0.09271523 0.13311483
 0.18004866 0.07766743 0.09386388 0.10244238 0.18379145 0.10361635
 0.11909617 0.080809   0.09467545 0.13149847 0.08690441 0.08161023
 0.10738994 0.13192905 0.08823529 0.11127124 0.10014764 0.11181981
 0.18524632 0.07898489 0.14088928 0.16520941 0.10141408 0.15953908
 0.13704888 0.12537136 0.14059866 0.09902597 0.13052558 0.09538067
 0.10543516 0.08805279 0.09076838 0.08926108 0.11009235 0.08775848
 0.21246469 0.09144385 0.1693166  0.08091603 0.08974359 0.08665425
 0.10565134 0.09523122 0.13233554 0.12165399]","[0.00604839 0.         0.00201613 0.         0.00403226 0.00403226
 0.00403226 0.00201613 0.00201613 0.00403226 0.         0.
 0.         0.00201613 0.00201613 0.         0.00201613 0.
 0.00604839 0.00201613 0.00201613 0.00403226 0.00604839 0.00403226
 0.00201613 0.         0.00403226 0.00201613 0.00201613 0.00604839
 0.00403226 0.         0.00604839 0.00604839 0.00403226 0.00403226
 0.00403226 0.00201613 0.00201613 0.         0.00403226 0.00201613
 0.00604839 0.         0.         0.         0.         0.00403226
 0.00604839 0.00806452 0.00403226 0.00201613 0.00403226 0.00403226
 0.00201613 0.00403226 0.00201613 0.00201613 0.00604839 0.00201613
 0.00403226 0.00403226 0.00201613 0.00201613 0.         0.00403226
 0.00403226 0.00201613 0.00403226 0.00201613 0.00604839 0.00403226
 0.01008065 0.00201613 0.01209677 0.00201613 0.00201613 0.00201613
 0.00403226 0.00201613 0.00201613 0.00403226 0.00604839 0.00403226
 0.         0.00201613 0.00201613 0.00604839 0.         0.00806452
 0.00604839 0.0141129  0.00201613 0.00201613 0.00403226 0.
 0.         0.00201613 0.01008065 0.        ]",0.34,0.19
0.09523809523809523,0.014285714285714285,C0014553,Absence Epilepsy,21,"[0.08902439 0.09803922 0.11390636 0.09292929 0.10204082 0.12979592
 0.09255898 0.1077551  0.09268707 0.10570825 0.10808081 0.08534851
 0.08973173 0.06984127 0.08788159 0.12       0.11102041 0.0922449
 0.13499246 0.11582492 0.09577677 0.09019608 0.15372549 0.12
 0.13617767 0.09713487 0.09745293 0.11463415 0.12046444 0.12121212
 0.08865248 0.0782241  0.12368973 0.08974359 0.15305505 0.10453284
 0.06825397 0.08974359 0.08636977 0.09019608 0.10859729 0.08282828
 0.10204082 0.16110623 0.1335034  0.08687943 0.08333333 0.09333333
 0.09957326 0.12857978 0.1355102  0.11447811 0.11161388 0.14102564
 0.09818819 0.13051948 0.08392157 0.12470588 0.09771825 0.10122449
 0.11387632 0.10763889 0.0804878  0.09158187 0.10465116 0.09071118
 0.12627451 0.10987726 0.08846154 0.10812772 0.1037234  0.10175763
 0.10544218 0.09990749 0.1143617  0.1126597  0.09863946 0.10243902
 0.09608844 0.14067797 0.095791   0.10857143 0.11161388 0.07993197
 0.09898242 0.10745098 0.11295681 0.09634146 0.11310782 0.0786309
 0.08748616 0.0820029  0.12019567 0.14361702 0.09469388 0.12012987
 0.06871036 0.08315863 0.06763285 0.12554427]","[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.0047619 0.0047619 0.0047619 0.        0.0047619
 0.        0.        0.        0.        0.        0.0047619 0.0047619
 0.        0.        0.        0.0047619 0.        0.        0.
 0.0047619 0.        0.        0.        0.0047619 0.        0.
 0.        0.        0.0047619 0.        0.        0.        0.0047619
 0.        0.        0.        0.        0.        0.        0.0047619
 0.        0.        0.        0.        0.        0.        0.0047619
 0.        0.        0.0047619 0.        0.        0.        0.0047619
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.0047619 0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.0047619
 0.        0.        0.        0.        0.        0.        0.
 0.0047619 0.       ]",0.66,0.0
0.3266423357664234,0.3526315789473684,C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,20,"[0.14525765 0.10086405 0.12903226 0.11600877 0.13564356 0.13106796
 0.10318704 0.08385093 0.13532269 0.13836478 0.17313131 0.11540616
 0.13672551 0.13473483 0.15907046 0.1356669  0.22389744 0.10314356
 0.12599469 0.15036855 0.13811007 0.11911469 0.13464912 0.30479735
 0.1337071  0.14797601 0.12760033 0.15179316 0.12949977 0.11551155
 0.11923614 0.15005192 0.11943595 0.11736445 0.0995614  0.10761548
 0.09273772 0.20966803 0.10623085 0.09771181 0.14456654 0.13399123
 0.14829001 0.1072981  0.13321407 0.13019355 0.18891089 0.09601634
 0.14327602 0.29064465 0.11623932 0.130649   0.12389198 0.1125022
 0.10734463 0.29023879 0.27838496 0.1011378  0.12417582 0.24481463
 0.13235053 0.12960801 0.16268686 0.15065789 0.1616347  0.15209837
 0.12902066 0.13643564 0.12458771 0.13793103 0.11538462 0.13815117
 0.09311295 0.2208641  0.17940755 0.14189189 0.11743887 0.10635415
 0.10308555 0.11485643 0.12146075 0.15225019 0.13429421 0.09122203
 0.17253433 0.11018519 0.11976462 0.11994785 0.13060884 0.13309103
 0.15111973 0.08273749 0.11183719 0.10549451 0.11091518 0.17268643
 0.14225699 0.16379526 0.12881398 0.18626374]","[0.         0.         0.         0.         0.00526316 0.
 0.         0.         0.00526316 0.         0.00526316 0.
 0.         0.00526316 0.00526316 0.         0.00526316 0.00526316
 0.00526316 0.00526316 0.01052632 0.00526316 0.         0.00526316
 0.         0.00526316 0.00526316 0.         0.00526316 0.01052632
 0.         0.00526316 0.         0.         0.00526316 0.
 0.00526316 0.00526316 0.         0.00526316 0.         0.
 0.         0.         0.01578947 0.01578947 0.00526316 0.
 0.         0.00526316 0.         0.01578947 0.00526316 0.
 0.         0.00526316 0.00526316 0.         0.00526316 0.00526316
 0.02105263 0.01052632 0.         0.         0.00526316 0.00526316
 0.         0.00526316 0.         0.01052632 0.00526316 0.
 0.01052632 0.00526316 0.01052632 0.01052632 0.         0.01052632
 0.         0.00526316 0.         0.01052632 0.00526316 0.00526316
 0.         0.00526316 0.         0.         0.         0.
 0.         0.         0.         0.00526316 0.         0.
 0.00526316 0.         0.00526316 0.        ]",0.0,0.0
0.11654135338345864,0.007905138339920948,C0014556,"Epilepsy, Temporal Lobe",23,"[0.1180791  0.08232119 0.08156028 0.10119048 0.10223835 0.13220518
 0.14160401 0.09888948 0.10119048 0.09745293 0.09084556 0.11111111
 0.14244306 0.09216255 0.10338164 0.08859358 0.07422402 0.11010284
 0.07317073 0.10117647 0.1044898  0.08326531 0.27157895 0.09142857
 0.12244898 0.1147086  0.18051948 0.09647059 0.09577677 0.11594203
 0.1025974  0.08510638 0.10960452 0.12594268 0.10745098 0.05398111
 0.07823613 0.08489796 0.07373737 0.06553911 0.09990749 0.1214539
 0.11175617 0.08139535 0.10241546 0.0763285  0.09783368 0.10106383
 0.10117647 0.10117647 0.10544218 0.10508475 0.11058824 0.07966457
 0.12531328 0.06410256 0.08985507 0.11183673 0.11008326 0.08773784
 0.0821256  0.09090909 0.08140611 0.09959184 0.08156028 0.06538462
 0.10691824 0.08603145 0.10434783 0.06205674 0.06765328 0.08163265
 0.10544218 0.11879433 0.06423034 0.08571429 0.06292517 0.09219858
 0.11215686 0.04993252 0.07564103 0.1037415  0.11748634 0.09176471
 0.09333333 0.11373261 0.07435897 0.07918552 0.09490196 0.08115942
 0.10122449 0.09574468 0.10971349 0.07894737 0.08627451 0.09724238
 0.11898466 0.08821549 0.08333333 0.12272727]","[0.00395257 0.         0.         0.         0.         0.
 0.         0.         0.00395257 0.         0.00395257 0.
 0.00395257 0.         0.         0.         0.         0.
 0.         0.         0.         0.00395257 0.00395257 0.
 0.         0.00395257 0.         0.         0.         0.
 0.         0.         0.00395257 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00395257 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00395257 0.         0.
 0.         0.         0.         0.         0.         0.00395257
 0.         0.         0.         0.00790514 0.         0.
 0.         0.         0.         0.00790514 0.00395257 0.
 0.         0.         0.         0.         0.00395257 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.14,0.02
0.08176563776331097,0.013297872340425532,C1866195,Downturned corners of mouth,48,"[0.14695879 0.07937738 0.10411592 0.07933159 0.08082193 0.10703803
 0.07839686 0.09790263 0.07946346 0.14583814 0.11195181 0.13481383
 0.09952813 0.09727427 0.1413168  0.10876954 0.13409772 0.09703293
 0.09905914 0.1022553  0.14216038 0.09018083 0.12986156 0.15086252
 0.09653695 0.10974509 0.12100465 0.1051845  0.12396006 0.09659869
 0.11798869 0.13994597 0.14544837 0.11440964 0.12874104 0.13486385
 0.08329602 0.16253365 0.13108921 0.13489705 0.09716352 0.13857821
 0.07720768 0.1160627  0.11720788 0.12088358 0.09257822 0.10169301
 0.12145952 0.10081841 0.09539689 0.13571085 0.08081874 0.12293023
 0.10100052 0.10832055 0.12109758 0.13048364 0.15762415 0.10112465
 0.12848736 0.14019703 0.13362811 0.09367046 0.06849795 0.13564484
 0.17415469 0.15408284 0.10709734 0.13415451 0.09770978 0.1408746
 0.15248853 0.09271774 0.07755803 0.13467764 0.07280101 0.11393852
 0.12117432 0.13978883 0.16321012 0.10864414 0.1252701  0.11967077
 0.16826411 0.09917832 0.1180822  0.15264668 0.09074778 0.14916286
 0.10324571 0.13403015 0.08396316 0.1059322  0.1345575  0.12474713
 0.08358521 0.10397972 0.08660927 0.13709749]","[0.00531915 0.00620567 0.00620567 0.00620567 0.00531915 0.00443262
 0.00531915 0.00443262 0.00886525 0.00531915 0.0070922  0.00177305
 0.00620567 0.00620567 0.00886525 0.0035461  0.00443262 0.00797872
 0.00443262 0.00620567 0.00531915 0.00443262 0.00620567 0.0070922
 0.00177305 0.00531915 0.00265957 0.00443262 0.0035461  0.00443262
 0.0070922  0.00620567 0.00531915 0.00265957 0.00797872 0.00443262
 0.0035461  0.00531915 0.00797872 0.00620567 0.0035461  0.00620567
 0.00886525 0.00620567 0.0070922  0.00443262 0.00443262 0.00620567
 0.00797872 0.00797872 0.0035461  0.00620567 0.00620567 0.00797872
 0.00531915 0.0070922  0.00620567 0.0070922  0.00531915 0.00443262
 0.00265957 0.0070922  0.00531915 0.00620567 0.00265957 0.0035461
 0.01329787 0.00443262 0.0070922  0.0070922  0.00531915 0.00531915
 0.0070922  0.0035461  0.00531915 0.00531915 0.00443262 0.00265957
 0.00531915 0.00620567 0.00620567 0.00531915 0.00443262 0.0070922
 0.00975177 0.0035461  0.0070922  0.00531915 0.00443262 0.00797872
 0.0035461  0.00531915 0.00531915 0.0070922  0.00620567 0.00620567
 0.0035461  0.00443262 0.00265957 0.00443262]",0.9,0.01
0.09375784628260567,0.06719367588932806,C0022568,Keratitis,23,"[0.12167508 0.18364349 0.10023713 0.10403867 0.131926   0.19008656
 0.14248004 0.12425789 0.16270891 0.1206686  0.10896743 0.17766411
 0.12165735 0.16439079 0.10119102 0.19285934 0.15019047 0.10281307
 0.15746032 0.11424377 0.19386075 0.12430074 0.08629147 0.10109305
 0.12927125 0.19468864 0.12949853 0.1713793  0.10890976 0.08943807
 0.16458622 0.11502049 0.12443547 0.11911675 0.11989915 0.23495606
 0.23065953 0.23594595 0.13653307 0.11347773 0.07237939 0.12919642
 0.1112546  0.13742008 0.18366747 0.12334491 0.20637616 0.10319194
 0.15453165 0.10908209 0.16558805 0.24790361 0.14647656 0.13380814
 0.13002042 0.19250402 0.13240953 0.11202339 0.18510218 0.14025358
 0.08480824 0.19141786 0.12176091 0.0955038  0.12017514 0.12485055
 0.10785709 0.16457137 0.22500848 0.17647348 0.0963929  0.2192399
 0.20199071 0.14200104 0.07822625 0.11533573 0.09157726 0.15202822
 0.0712946  0.13430796 0.13405922 0.12177122 0.15828363 0.18025258
 0.20524716 0.17266146 0.16004448 0.0986793  0.09037378 0.19916947
 0.11739281 0.10368906 0.16270857 0.14073686 0.15595176 0.12644031
 0.19330809 0.17632358 0.14553085 0.14330119]","[0.01185771 0.01185771 0.00790514 0.00790514 0.01581028 0.01581028
 0.00790514 0.01185771 0.00395257 0.01976285 0.00790514 0.02766798
 0.01581028 0.00395257 0.01581028 0.01185771 0.01185771 0.01976285
 0.01185771 0.01581028 0.01581028 0.01581028 0.01185771 0.00790514
 0.00395257 0.01185771 0.01185771 0.00395257 0.01581028 0.02766798
 0.00395257 0.01185771 0.01185771 0.00790514 0.02371542 0.02371542
 0.01581028 0.01185771 0.01185771 0.00395257 0.00790514 0.01185771
 0.00395257 0.01581028 0.01976285 0.01976285 0.00395257 0.00790514
 0.01976285 0.00395257 0.01185771 0.00790514 0.00790514 0.
 0.00790514 0.01581028 0.02371542 0.00790514 0.02766798 0.02371542
 0.00790514 0.01185771 0.01185771 0.01976285 0.00395257 0.01581028
 0.02766798 0.01581028 0.01581028 0.02371542 0.01185771 0.00790514
 0.00395257 0.00790514 0.00395257 0.01581028 0.         0.01185771
 0.00790514 0.00395257 0.01185771 0.00395257 0.02371542 0.02371542
 0.00395257 0.01185771 0.00790514 0.00790514 0.01185771 0.01581028
 0.00790514 0.01976285 0.         0.01581028 0.01581028 0.01185771
 0.01581028 0.03162055 0.01185771 0.01185771]",0.92,0.0
0.11942959001782531,0.0,C0018099,Gout,14,"[0.15340909 0.1031746  0.14814815 0.08421053 0.13563218 0.1311828
 0.17943548 0.12433862 0.15024631 0.19268293 0.08695652 0.09042553
 0.12043011 0.09782609 0.11083744 0.12333333 0.09057971 0.0978836
 0.12666667 0.09782609 0.12615385 0.08300395 0.11231884 0.10769231
 0.10144928 0.18346774 0.13390313 0.09401709 0.11375661 0.12857143
 0.09881423 0.12258065 0.14252874 0.12615385 0.08658009 0.11494253
 0.12315271 0.17983193 0.17820513 0.09047619 0.14117647 0.11396011
 0.13978495 0.09090909 0.07905138 0.07368421 0.12820513 0.07368421
 0.08333333 0.1394958  0.17613636 0.08095238 0.19139785 0.11111111
 0.12612613 0.07017544 0.17717718 0.09803922 0.15966387 0.14778325
 0.12561576 0.08333333 0.1182266  0.12605042 0.14285714 0.10666667
 0.13390313 0.16       0.13968254 0.07905138 0.05147059 0.11827957
 0.25075075 0.15340909 0.12096774 0.09047619 0.10666667 0.11904762
 0.08187135 0.12681159 0.13405797 0.19495798 0.07114625 0.13546798
 0.10952381 0.18623482 0.11363636 0.14245014 0.1697479  0.12643678
 0.14252874 0.14623656 0.16502463 0.10837438 0.15508021 0.15686275
 0.11724138 0.07894737 0.14021164 0.11397849]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.01098901 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01098901 0.         0.         0.01098901 0.         0.
 0.01098901 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.01098901
 0.         0.         0.01098901 0.         0.         0.01098901
 0.         0.         0.         0.         0.         0.
 0.01098901 0.         0.         0.         0.         0.
 0.01098901 0.         0.         0.         0.         0.01098901
 0.         0.         0.01098901 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01098901 0.         0.         0.
 0.         0.         0.         0.01098901]",0.54,1.0
0.06668857937192708,0.13333333333333333,C4020813,Increased gastric cancer,21,"[0.15074423 0.13275872 0.14001088 0.17084603 0.09963517 0.09603747
 0.14954829 0.13632246 0.11822645 0.1524025  0.16337789 0.1166378
 0.13612374 0.12865137 0.11460833 0.1240639  0.14742431 0.10902573
 0.14559762 0.11278425 0.12469514 0.10433689 0.12598021 0.09846423
 0.10884402 0.09963072 0.11110733 0.12840109 0.13217716 0.16261643
 0.14643259 0.11265023 0.15326588 0.0962687  0.12911412 0.13330873
 0.13350947 0.16001899 0.10922884 0.11775821 0.14276155 0.12339007
 0.09229453 0.07481934 0.13737993 0.13237255 0.14508192 0.17087187
 0.10285883 0.12400281 0.06822386 0.08256936 0.16688916 0.12596713
 0.11945115 0.13525566 0.07815911 0.1146368  0.1222242  0.16154686
 0.08781041 0.1195833  0.18579235 0.1348795  0.11833444 0.07618427
 0.08467872 0.12412886 0.13027311 0.13469252 0.11349132 0.11778127
 0.05987035 0.13396891 0.09601047 0.05883389 0.14556041 0.08230694
 0.09874759 0.13130199 0.14615362 0.11949966 0.14009643 0.11900705
 0.14257308 0.16586081 0.12903974 0.11992044 0.12359715 0.12347255
 0.13563515 0.09077909 0.09560576 0.09654997 0.16269134 0.12061595
 0.10800534 0.12507017 0.12578713 0.1116158 ]","[0.03333333 0.04285714 0.07142857 0.04285714 0.02380952 0.03809524
 0.05238095 0.06666667 0.03809524 0.05238095 0.05714286 0.07619048
 0.04761905 0.03333333 0.07619048 0.05238095 0.03333333 0.04285714
 0.03333333 0.04285714 0.04761905 0.02857143 0.03809524 0.02857143
 0.03809524 0.02857143 0.06666667 0.05714286 0.03809524 0.03333333
 0.07142857 0.06666667 0.05238095 0.02380952 0.06190476 0.03333333
 0.05714286 0.05714286 0.02380952 0.04761905 0.04285714 0.04761905
 0.02380952 0.01904762 0.02857143 0.05238095 0.05238095 0.06666667
 0.04761905 0.01904762 0.01904762 0.03809524 0.06190476 0.04285714
 0.03333333 0.05714286 0.06190476 0.04761905 0.06666667 0.04761905
 0.04285714 0.07142857 0.04285714 0.01904762 0.04285714 0.03333333
 0.02380952 0.05238095 0.03333333 0.04761905 0.05238095 0.03809524
 0.0047619  0.04761905 0.04285714 0.01904762 0.06666667 0.05238095
 0.05238095 0.03809524 0.07142857 0.05714286 0.04761905 0.02380952
 0.04761905 0.05714286 0.06666667 0.03333333 0.05714286 0.04285714
 0.04761905 0.02380952 0.04761905 0.01904762 0.03809524 0.01904762
 0.04285714 0.02857143 0.02857143 0.05714286]",0.98,0.0
