Disease ID,Disease Name,# of Disease Nodes,# of Intermediate Nodes,Density of Disease Subgraph,Density of Disease-Intermediate Subgraph,Density of Intermediate Subgraph,Conductance of Disease Nodes,Conductance of Disease-Intermediate Nodes,Conductance of Intermediate Nodes,Conductance of Intermediate Nodes deg < 100,Mean Frac. of Intermediate-Disease Interactions
C1838608,Radial aplasia,15,233,0.1619047619047619,0.3708507670850767,0.38685807310936804,0.9686346863468634,0.6305918310641845,0.6338486859384028,0.8441890166028098,0.15164520743919885
C2219717,menstrual periods stopped for over 6 months,13,34,0.0641025641025641,0.15818686401480112,0.16934046345811052,0.9860724233983287,0.9679715302491103,0.9809236947791165,0.9483695652173914,0.16063348416289597
C1837404,"High, narrow palate",32,221,0.036290322580645164,0.10754936120789779,0.12237762237762238,0.9772007599746675,0.8846926976785555,0.8924322956213617,0.8980965199000193,0.07635746606334842
C1837402,Flat occiput,25,108,0.12,0.11821677823671842,0.12045690550363447,0.9427662957074722,0.9519759301047271,0.9588640326250776,0.9157973174366617,0.10111111111111114
C0746940,nonverbal,43,389,0.021040974529346623,0.07271855869986711,0.07729308562796491,0.9871924502864846,0.8573748077251752,0.871614557540141,0.9300302225478524,0.05607700125545524
C0043352,Xerostomia,40,901,0.07179487179487179,0.08122250082793206,0.08394623258108275,0.9772681144712807,0.634311031588813,0.6361264940452008,0.9010203578646424,0.07100443951165372
C0206698,Cholangiocarcinoma,25,844,0.11666666666666667,0.05426312310793058,0.05439555188252292,0.983357108892059,0.7250248097915978,0.7312939575508051,0.8714539007092199,0.098957345971564
C0231835,Tachypnea,19,46,0.05263157894736842,0.15463389656938045,0.20772946859903382,0.9784688995215312,0.9682422840317577,0.9763904903091198,0.9411269974768713,0.11212814645308926
C1389016,ATRIOVENTRICULAR CANAL DEFECT,17,100,0.03676470588235294,0.165675057208238,0.1985858585858586,0.9891067538126361,0.9343390066205145,0.9393827274689359,0.9411764705882353,0.1288235294117647
C1850072,Tented upper lip,19,89,0.03508771929824561,0.16303219106957426,0.18922369765066394,0.9885931558935361,0.9469504983949991,0.9569961116592188,0.9636741048261547,0.11531638083973976
C0598608,Hyperhomocysteinemia,11,33,0.14545454545454545,0.18583042973286876,0.20643939393939395,0.9674134419551935,0.9679101484155636,0.9772585019820572,0.9158200290275762,0.19008264462809918
C1855773,"Psychomotor retardation, profound",16,38,0.26666666666666666,0.15609756097560976,0.16216216216216217,0.8808193668528864,0.9708328586077247,0.9736050011576753,0.8761061946902655,0.18585526315789475
C0221356,Brachycephaly,87,897,0.016305800588078054,0.05613232294426388,0.06169871794871795,0.9741853575962759,0.7111603992337937,0.7188283190256405,0.8820330658246722,0.032124963159445914
C1837084,Short metacarpal,44,357,0.03382663847780127,0.0829149428980734,0.09146130362257263,0.9750875827170105,0.8643299194917575,0.8706489806819193,0.9185185185185185,0.054812834224598934
C1837397,"Global developmental delay, severe",45,233,0.049494949494949494,0.0765963765963766,0.08332100044398402,0.9483938915218536,0.9087741638810775,0.9185945633314054,0.8982941744448021,0.05541249403910347
C0741796,Recurrent bronchitis,23,289,0.10276679841897234,0.12431893687707642,0.13050269127258746,0.9680589680589681,0.8455994608497118,0.8495025909607338,0.8898252184769039,0.10305400932751617
C0027659,"Neoplasms, Experimental",35,627,0.09243697478991597,0.07332187050220725,0.07496012759170653,0.9704301075268817,0.7662951445549432,0.7714849362733296,0.8861504398997844,0.07719298245614035
C0027658,"Neoplasms, Germ Cell and Embryonal",13,37,0.08974358974358974,0.17857142857142858,0.22822822822822822,0.9682539682539683,0.9584857171098151,0.9689193334014927,0.9270919635459818,0.1621621621621622
C4022003,Erectile abnormalities,16,38,0.06666666666666667,0.1937590711175617,0.27311522048364156,0.9700374531835206,0.9490506631046656,0.9616995810891682,0.9397849462365592,0.13322368421052633
C0002171,Alopecia Areata,10,9,0.17777777777777778,0.22058823529411764,0.4166666666666667,0.939622641509434,0.936373276776246,0.9572649572649573,0.8977777777777778,0.21111111111111114
C0002170,Alopecia,89,1171,0.020429009193054137,0.060764305722288914,0.06514995584167232,0.9742018703643985,0.5947496708536455,0.5998834524956855,0.8840286215741866,0.03314174958500849
C0521719,Clouding of corneal stroma,50,311,0.04653061224489796,0.06817860675427441,0.0747640286277357,0.9508196721311475,0.8868516320039865,0.8930452717641298,0.8340503995082975,0.04829581993569132
C0428977,Bradycardia,35,97,0.030252100840336135,0.0967781007751938,0.1325171821305842,0.966789667896679,0.9474877591929283,0.9583516149718182,0.9076638965835642,0.06715758468335789
C0009447,Common Variable Immunodeficiency,11,165,0.21818181818181817,0.19944960440316478,0.20946045824094606,0.9765853658536585,0.8694996511287673,0.8715758468335788,0.8914319248826291,0.20275482093663919
C0017658,Glomerulonephritis,32,260,0.07459677419354839,0.0897677504976775,0.09691119691119691,0.9622448979591837,0.8798941704991388,0.8834080717488789,0.8965311004784688,0.07536057692307692
C1837249,"Malformations of Cortical Development, Group II",31,144,0.07956989247311828,0.0979559748427673,0.10392385392385392,0.9497623896809233,0.9312911853097686,0.9394316766670441,0.9177266576454668,0.07773297491039426
C1969372,Tubulointerstitial fibrosis,11,16,0.10909090909090909,0.20333333333333334,0.2916666666666667,0.955719557195572,0.9836285560923242,0.9903819730695246,0.950561797752809,0.18181818181818182
C0948023,Urine phosphorous concentration above normal,19,35,0.05263157894736842,0.1378809869375907,0.19663865546218487,0.9745403111739745,0.9764414135151891,0.9849352990407519,0.9420935412026726,0.11578947368421051
C0004364,Autoimmune Diseases,64,723,0.032242063492063495,0.09051162182708813,0.09782263039122156,0.9665637860082305,0.6684977069999496,0.6749710386617952,0.869535813095604,0.04346040802213001
C0035258,Restless Legs Syndrome,5,1,0.2,0.26666666666666666,0,0.9754601226993865,0.9615384615384616,1.0,0.9615384615384616,0.4
C0151205,Periorbital edema,13,85,0.08974358974358974,0.21219931271477663,0.22492997198879552,0.9839449541284404,0.9450332415366213,0.9542371915427138,0.9492107069320521,0.16651583710407236
C0730292,Macular dystrophy,6,0,0.06666666666666667,0.06666666666666667,0,0.9444444444444444,0.9444444444444444,0,0,nan
C0730290,Cone dystrophy,20,38,0.031578947368421054,0.08709273182957393,0.08250355618776671,0.9725400457665904,0.9656238407320391,0.9848997656860192,0.8809182209469153,0.10526315789473684
C0013990,Pathological accumulation of air in tissues,9,155,0.16666666666666666,0.17246080436264485,0.17310431503979892,0.9922128487994809,0.9013965573238064,0.909475298499288,0.9405604302292669,0.24444444444444452
C0553723,Squamous cell carcinoma of skin,12,122,0.19696969696969696,0.1951279527559055,0.2017341823601138,0.9722518676627535,0.9034251788704522,0.9078189809942425,0.845360824742268,0.1919398907103825
C1859117,Recurrent pulmonary infections,29,331,0.05665024630541872,0.09073102823102823,0.09054289114712076,0.9800260529743813,0.8530722449407571,0.8668085220998195,0.9119412941961308,0.08157099697885196
C4280624,Blind spot located at fixation point,19,90,0.10526315789473684,0.33954571927781013,0.4149812734082397,0.9393939393939394,0.7768705747273075,0.7852851882953298,0.5364020666979803,0.243859649122807
C4012968,Mild global developmental delay,14,102,0.13186813186813187,0.16482300884955753,0.17317025820229082,0.9774223894637818,0.9320653943854621,0.940300505304019,0.9339272457312546,0.15756302521008397
C1839829,Short distal phalanges,50,498,0.031020408163265307,0.07113233364837986,0.07889101678343151,0.9733333333333334,0.8114547986950466,0.8159226962055149,0.866823017003099,0.0561847389558233
C0151686,Growth retardation,110,1065,0.021351125938281902,0.0425947757026742,0.0462070669631826,0.9569313593539704,0.7051069336383211,0.7150414158675563,0.8103260521427199,0.029577464788732393
C1305420,Prominent ear,56,1035,0.02792207792207792,0.0777412003038744,0.08254235229258355,0.9827066157249146,0.5661924444871672,0.5713093273803747,0.8936143933467825,0.053778467908902686
C1866730,Rhizomelia,26,107,0.033846153846153845,0.12178508514386377,0.14142126609063657,0.9794200187090739,0.9385281128664157,0.9509869828271099,0.9293067947838023,0.0859094176851186
C1855285,Protruding ears,56,1035,0.02792207792207792,0.0777412003038744,0.08254235229258355,0.9827066157249146,0.5661924444871672,0.5713093273803747,0.8936143933467825,0.053778467908902686
C0001206,Acromegaly,17,262,0.09558823529411764,0.12074445162680457,0.12359977771928285,0.9854341736694678,0.8685607060134283,0.8746960801755322,0.9199157007376185,0.13964975303098337
C0240538,Convex nasal ridge,38,614,0.06116642958748222,0.061716028525722486,0.06438671349852013,0.9712278353964536,0.7770155300472653,0.780548763922847,0.8762988011066708,0.06844676838676496
C0431904,Ulnar polydactyly of fingers,45,280,0.029292929292929294,0.07865736528156911,0.08776241679467486,0.9718172983479106,0.8884619795848148,0.8993880515973761,0.9024977430033103,0.05365079365079366
C0027726,Nephrotic Syndrome,56,642,0.04025974025974026,0.05557533794922519,0.059151151092772684,0.9668360524204332,0.781130703508453,0.7873541127961423,0.8314600756405476,0.046617712505562965
C0405580,Adrenal cortical hypofunction,16,50,0.3,0.15372549019607842,0.15918367346938775,0.8588235294117647,0.9627411842980705,0.962874821513565,0.8371040723981901,0.17875
C1563720,Kallmann Syndrome 2 (disorder),18,12,0.06535947712418301,0.10826210826210826,0.25757575757575757,0.927007299270073,0.9692556634304207,0.9851593190746399,0.9067961165048544,0.11574074074074076
C0011849,Diabetes Mellitus,80,1150,0.02879746835443038,0.04333873080028954,0.045892458470503654,0.9692151556156969,0.6716419487607584,0.6772957554600025,0.8098685898349534,0.03618478260869565
C0011848,Diabetes Insipidus,10,7,0.08888888888888889,0.18333333333333332,0.2857142857142857,0.9642857142857143,0.9857420609202852,0.9958260869565217,0.953125,0.21428571428571425
C1834060,Short middle phalanx of the 5th finger,13,58,0.11538461538461539,0.19051799824407376,0.2026618269812462,0.9720496894409938,0.9371014492753623,0.9497901678657075,0.9044205495818399,0.17108753315649866
C0020564,Hypertrophy,17,298,0.09558823529411764,0.08083931074284773,0.08444625223148713,0.9834077855775367,0.8543685715346626,0.8592334494773519,0.8918244698945459,0.13324121594946703
C4072849,Scapular weakness,23,792,0.11462450592885376,0.08765007783240603,0.08992899922103462,0.9834898946769143,0.6601306408333284,0.6620517557856346,0.8971713990987568,0.11149538866930168
C0038587,Substance Withdrawal Syndrome,52,481,0.03544494720965309,0.047567317693285566,0.05205301455301455,0.9593601383484652,0.8285547672271357,0.8323264736658528,0.8533763788001076,0.04677754677754677
C1839739,Prominent lower lip,64,1024,0.03521825396825397,0.06732258680567835,0.07071916239002933,0.972822966507177,0.6249618283012363,0.6316399238239199,0.8588007015187133,0.0482177734375
C0040412,Fissured tongue,17,129,0.08823529411764706,0.13009118541033435,0.14159399224806202,0.9802306425041186,0.9305702003406602,0.9359960579265789,0.9146341463414634,0.12813497492020065
C0003028,Anhidrosis,13,194,0.1282051282051282,0.14638269100743745,0.14988515570749425,0.9923342276734382,0.8935127443919405,0.9004752784280343,0.9496621621621621,0.1665344964314036
C0040411,Tongue Neoplasms,9,67,0.2222222222222222,0.18770825620140688,0.1994572591587517,0.9838056680161943,0.9579497387409803,0.9627470856563609,0.9368051492100644,0.2321724709784411
C0027080,Myoglobinuria,11,81,0.16363636363636364,0.169050051072523,0.18858024691358025,0.97,0.944308908892067,0.9478201460352705,0.8141382049245433,0.21099887766554437
C0007273,Carotid Artery Diseases,11,67,0.18181818181818182,0.1726315789473684,0.18091361374943465,0.9857651245551602,0.9612522150029533,0.9680230234231353,0.9541080680977054,0.1926729986431479
C1858085,Malar flattening,129,1795,0.01610949612403101,0.04098915043353252,0.04377389192697416,0.9691415313225058,0.49690883151033655,0.5029338335895736,0.8463204331261279,0.025531731122195592
C4228227,Small thymus,13,42,0.0641025641025641,0.22931785195936139,0.29849012775842043,0.9855072463768116,0.9723715846994535,0.9771586010754122,0.9761904761904762,0.16483516483516486
C1112705,Nuclear non-senile cataract,18,37,0.2222222222222222,0.1494949494949495,0.1921921921921922,0.8425925925925926,0.965392260025722,0.9694328358208956,0.8444444444444444,0.16666666666666663
C4021107,Non-obstructive azoospermia,22,36,0.03896103896103896,0.14545454545454545,0.2619047619047619,0.9732540861812778,0.9653679653679653,0.9732836787564767,0.9436893203883495,0.09469696969696968
C1956346,Coronary Artery Disease,73,904,0.031582952815829526,0.0500260114007416,0.05403081174844912,0.9654526534859521,0.7229109190117099,0.7276768624739136,0.8670143415906127,0.03735301248636198
C4024748,Aplasia/Hypoplasia of the iris,9,47,0.1388888888888889,0.13333333333333333,0.09805735430157261,0.9877450980392157,0.967984477322338,0.981736733287388,0.9355203619909502,0.226950354609929
C0236969,Substance-Related Disorders,106,565,0.0071877807726864335,0.0582627265221783,0.07358940563610117,0.9773819621147866,0.8010442342675791,0.8120330885889255,0.8965643008242761,0.025630322257472034
C0007873,Uterine Cervical Neoplasm,25,658,0.1,0.06686448797104534,0.06877998454798222,0.9835164835164835,0.7613280136791108,0.7637890355023474,0.8938100606646266,0.1027963525835866
C0030554,Paresthesia,32,464,0.04435483870967742,0.06900398002382944,0.070929842853951,0.989423076923077,0.8304102675929099,0.8390476794051165,0.9141828653707703,0.07017780172413793
C1857042,Sparse scalp hair,42,446,0.04065040650406504,0.08000820688486275,0.08381115533833829,0.9754385964912281,0.8387566518049763,0.8480927114820869,0.9205822738161047,0.06075165492205851
C0026633,Mouth Abnormalities,14,54,0.12087912087912088,0.20885780885780886,0.2487770789657582,0.9681620839363242,0.9537929967510701,0.9620913640719838,0.9375,0.1521164021164021
C0149754,Cellulitis of periorbital region,13,85,0.08974358974358974,0.21219931271477663,0.22492997198879552,0.9839449541284404,0.9450332415366213,0.9542371915427138,0.9492107069320521,0.16651583710407236
C1857287,Stroke-like episodes,10,78,0.28888888888888886,0.48900933453778983,0.5318015318015318,0.9447983014861996,0.5826802004368495,0.5831375619942574,0.5429809776065495,0.35384615384615375
C1851854,Thin dental enamel,34,572,0.0659536541889483,0.0682582031114653,0.07084246751497189,0.9743500866551127,0.7907834998628234,0.7940817870333289,0.8873041523220684,0.07342657342657342
C0023891,"Liver Cirrhosis, Alcoholic",16,179,0.14166666666666666,0.12287965039388189,0.13031197037223025,0.9781350482315112,0.8980317308839317,0.9003934363304865,0.8685567010309279,0.13966480446927373
C0242488,Acute Lung Injury,18,138,0.09803921568627451,0.14422084623323014,0.15529461546598963,0.9773242630385488,0.9175536491236695,0.9261457966493938,0.9199110122358176,0.12761674718196458
C0023893,"Liver Cirrhosis, Experimental",733,6057,0.005669492094021873,0.009712413527734273,0.010589405055320994,0.911592897207126,0.6862029991960197,0.6866236671771195,0.6064472737363428,0.0067185746323974085
C0023892,Biliary cirrhosis,43,302,0.03433001107419712,0.09334167485923675,0.10549822886185123,0.9725055432372506,0.8665252341942822,0.8754610150122072,0.9189429928741093,0.054674264592638216
C0023895,Liver diseases,86,841,0.025170998632010944,0.05542818951058651,0.06050053790838571,0.9596756519833443,0.7188473470432085,0.724153064714956,0.8735987289257657,0.03110914470591488
C4024989,Hereditary nonpolyposis colorectal carcinoma,18,704,0.20915032679738563,0.07242098571683983,0.07328575585154533,0.9832020997375328,0.732905466294481,0.7338977703758593,0.8845362843991773,0.14409722222222224
C0234378,Static Tremor,21,219,0.11428571428571428,0.17383191521122557,0.18072137740354405,0.9684625492772667,0.8316831683168316,0.841411634960022,0.6602772043644942,0.15177212437486412
C0234376,Action Tremor,22,260,0.04329004329004329,0.1424408860008767,0.1534897534897535,0.9886941775014132,0.8552884930250835,0.8627029037485721,0.924453992123165,0.10349650349650348
C1839604,Renal failure in adulthood,74,565,0.017771195853387635,0.07964779900182191,0.09255005334839642,0.9705159705159705,0.7695288872958623,0.7772759883698976,0.9019196160767846,0.03367615403013633
C3163798,Recurrent lower respiratory tract infection,12,35,0.15151515151515152,0.1893687707641196,0.2134453781512605,0.9628252788104089,0.9742431089019431,0.980225768781627,0.9352941176470588,0.1880952380952381
C3809288,LEFT VENTRICULAR NONCOMPACTION 8,40,410,0.05897435897435897,0.07193581612186263,0.07616435088556264,0.9664110989412195,0.8513165266106443,0.8558123257205432,0.8941153697251258,0.06628048780487807
C1854418,Biparietal narrowing,28,309,0.06084656084656084,0.07436413813679421,0.07485394864035641,0.9769192172604114,0.8707439998703551,0.8820295422931709,0.9040615454236904,0.08414239482200644
C1846460,Malformed pinnae,37,191,0.06456456456456457,0.10011392116655275,0.10724717553044916,0.9489311163895487,0.9130434782608695,0.9213880304591084,0.9070222657205774,0.06749681618791568
C2677378,Duodenal villous atrophy,16,65,0.1,0.16036036036036036,0.18846153846153846,0.9618441971383148,0.9626975145647345,0.9667641697401331,0.9287878787878788,0.14326923076923076
C0030312,Pancytopenia,35,270,0.047058823529411764,0.11341738060411878,0.1259259259259259,0.9697297297297297,0.8693518407082013,0.8758703057776088,0.890625,0.07164021164021164
C0751295,Memory Loss,40,742,0.06025641025641026,0.05597000769121994,0.05762228503042803,0.9811849479583667,0.7628716090333233,0.7672580348943985,0.820911153779019,0.06613881401617251
C3164374,Abnormality of pulmonary valve,23,221,0.06324110671936758,0.11975255667596367,0.13035787741670093,0.9788219722038385,0.888986492085854,0.8938180599765455,0.90220700152207,0.10426913240212472
C0340543,Familial primary pulmonary hypertension,11,239,0.2,0.09744990892531877,0.09953939734889772,0.9869436201780415,0.8767044363357019,0.8787086823332834,0.8893229166666666,0.2175732217573222
C0011206,Delirium,10,16,0.13333333333333333,0.17666666666666667,0.16666666666666666,0.9506172839506173,0.9659492451011885,0.9861495844875346,0.9148936170212766,0.2
C4025901,Abnormality of body height,13,8,0.07692307692307693,0.13450292397660818,0.32142857142857145,0.9381443298969072,0.9397905759162304,0.9726858877086495,0.9080459770114943,0.16346153846153846
C4025900,Abnormality of female internal genitalia,14,90,0.17582417582417584,0.14583333333333334,0.1523096129837703,0.9570469798657718,0.9482430063267018,0.9529030265596047,0.9183111519045434,0.169047619047619
C0273115,Lung Injury,20,411,0.10526315789473684,0.084994341926882,0.08609578066583586,0.9874450721908349,0.8137193512345452,0.8203855248659825,0.8732570760624531,0.11192214111922141
C0454555,Hypernasal voice,39,490,0.02564102564102564,0.14318618042226489,0.15868285964692624,0.9866008462623413,0.6911760022927745,0.6947617709629511,0.9385630870779386,0.0609105180533752
C0473527,Hypoalphalipoproteinemias,10,79,0.17777777777777778,0.1893296853625171,0.18273287893541057,0.9814169570267132,0.9542992999603751,0.9619735908952755,0.9361948955916474,0.2088607594936708
C0240953,Winged scapula,23,792,0.11462450592885376,0.08765007783240603,0.08992899922103462,0.9834898946769143,0.6601306408333284,0.6620517557856346,0.8971713990987568,0.11149538866930168
C1321329,Slowed saccades,11,41,0.03636363636363636,0.20627450980392156,0.23902439024390243,0.9957805907172996,0.9738295437583959,0.9798499023337103,0.9605077574047954,0.1951219512195122
C0024667,Animal Mammary Neoplasms,137,3097,0.03896522112494633,0.025510703162008347,0.026112208280247868,0.9570972698262616,0.47741781312941656,0.47691460204976843,0.7674749023200165,0.031737801357093864
C0029422,Osteochondrodysplasias,72,690,0.0297339593114241,0.07010958862810715,0.07545487053280327,0.9617224880382775,0.7491488400628341,0.7555404116123756,0.8790327517600245,0.03621175523349437
C4025763,Abnormality of the rib cage,12,81,0.12121212121212122,0.18418537983755376,0.19783950617283952,0.9850467289719627,0.9452083999573606,0.9531672389858991,0.9417808219178082,0.1800411522633745
C0026351,Moderate mental retardation (I.Q. 35-49),28,383,0.0291005291005291,0.15203304909187262,0.16208494525173267,0.9911788291900562,0.7798589129847141,0.789571760697109,0.9430918157817542,0.08550913838120103
C0015393,Eye Abnormalities,33,292,0.045454545454545456,0.09011368370930302,0.09720849220919832,0.9765051395007343,0.8705890732958188,0.8802603540002609,0.9109970047068892,0.07295558322955581
C0024668,"Mammary Neoplasms, Experimental",154,3344,0.035650623885918005,0.023232196121892312,0.02378353969660234,0.9535346830401593,0.49343905339006117,0.4930805592590744,0.7475438209492136,0.028414916423289634
C0020295,Hydronephrosis,69,530,0.027706734867860187,0.08382339386118537,0.09339800977280023,0.9549861495844876,0.7853720705199311,0.7920095313741065,0.8966753901327905,0.03628657369428494
C1837142,Poor suck,17,66,0.09558823529411764,0.13860759493670885,0.15431235431235432,0.9755639097744361,0.9628482972136223,0.9710144927536232,0.9487967229902714,0.12121212121212122
C0019158,Hepatitis,22,130,0.09523809523809523,0.09381199811053377,0.10268336314847942,0.9649402390438248,0.945859004416335,0.9524650803290454,0.9051301881928332,0.10349650349650351
C3808249,Optic disc abnormalities,12,41,0.045454545454545456,0.08925979680696662,0.046341463414634146,0.9900497512437811,0.96398243045388,0.9877950859161715,0.9312070043777361,0.16666666666666666
C0019151,Hepatic Encephalopathy,15,132,0.11428571428571428,0.13285386075317152,0.1364792967846403,0.9765625,0.9147271911264987,0.9224831663655773,0.7679719462302746,0.14696969696969697
C1446712,Overlapping fingers,10,65,0.13333333333333333,0.2439117199391172,0.26009615384615387,0.9808306709265175,0.9372522147716705,0.9456881839172774,0.9308176100628931,0.21384615384615382
C0079154,Congenital Nonbullous Ichthyosiform Erythroderma,12,50,0.07575757575757576,0.2939890710382514,0.38612244897959186,0.971830985915493,0.895837366892546,0.9057205501295595,0.8,0.17333333333333328
C0152013,Adenocarcinoma of lung (disorder),59,1817,0.06838106370543542,0.03549603463491601,0.0360393396677003,0.9719087635054021,0.5371280223186609,0.5383868889113169,0.8180821917808219,0.05212540693823867
C1864897,Cognitive delay,607,6519,0.009656319832971764,0.009890499114960398,0.010314081326041974,0.9104455033658574,0.7118736344931451,0.7122094235017855,0.5775217696095406,0.008923857850060892
C0002962,Angina Pectoris,14,40,0.12087912087912088,0.18901960784313726,0.2423076923076923,0.966412213740458,0.9632425836955693,0.970226843100189,0.9451840250587314,0.15535714285714283
C3496069,cocaine use,10,27,0.044444444444444446,0.26576576576576577,0.34472934472934474,0.9932998324958124,0.9683730903243098,0.9771611929029823,0.9884892086330935,0.20000000000000004
C0241910,"Hepatitis, Autoimmune",17,34,0.10294117647058823,0.125,0.1568627450980392,0.9253333333333333,0.9595988538681949,0.9740909760047107,0.856341189674523,0.13667820069204153
C0033578,Prostatic Neoplasms,474,5507,0.01367516792892124,0.01165415344978752,0.012228401840513256,0.9080218395632087,0.6489723023934432,0.6488625799030396,0.6202861750677693,0.011198635568539925
C0008297,Choanal Atresia,28,317,0.037037037037037035,0.12210654173173695,0.1308549295212235,0.9862136878385032,0.8404995580135542,0.8491512745267277,0.8964822563148923,0.0837088778729157
C3552713,Talipes foot deformities,19,183,0.06432748538011696,0.09475465313028765,0.09655917852639165,0.9850746268656716,0.9133574007220217,0.9228055015482105,0.9090909090909091,0.11417888984756973
C0015695,Fatty Liver,59,743,0.031560490940970194,0.05803539183820874,0.060957072841579814,0.9727822580645161,0.7476930982065757,0.7567708408725736,0.857357435127156,0.04386705294614139
C4280678,Posterior displacement of the tongue,10,104,0.15555555555555556,0.29329962073324906,0.30899925317401045,0.9869524697110904,0.9005439005439005,0.9089984329035273,0.9781818181818182,0.21057692307692313
C4280679,Increased calcium level in kidney,20,23,0.031578947368421054,0.13953488372093023,0.28063241106719367,0.9797979797979798,0.9782496116002072,0.9870815138282387,0.9650924024640657,0.1065217391304348
C0311468,Increased bilirubin level (finding),18,44,0.058823529411764705,0.1315020455873758,0.1511627906976744,0.9741379310344828,0.975318121983326,0.9837379882868027,0.9377049180327869,0.12121212121212119
C1868571,"Thick, flared eyebrows",41,790,0.046341463414634146,0.05834401049124976,0.061160578203462164,0.9798675496688741,0.7277637890531587,0.7307235894103353,0.8511083228774571,0.06755171349181846
C1868577,Patella aplasia-hypoplasia,12,188,0.15151515151515152,0.15698587127158556,0.1660598475366936,0.9818511796733213,0.8642748885923044,0.866718414684261,0.8417709335899903,0.22739361702127658
C0004352,Autistic Disorder,267,2877,0.008757849680380727,0.022735665007046716,0.0245317643214154,0.9561601353256273,0.4775961556301835,0.47759033188147965,0.7735434832135534,0.013756266606262503
